From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Interacts with	DOI ID	Annotation	Keywords	Keyword ID	Pfam	CDD	InterPro	NCBIfam	Protein families	PANTHER	KEGG	MEROPS	CAZy	Gene Ontology (biological process)	Gene Ontology (GO)	GeneID
P26905	P26905	reviewed	DPPD_BACSU	Dipeptide transport ATP-binding protein DppD (EC 7.4.2.9)	dppD dciAD BSU12950	Bacillus subtilis (strain 168)	335		10.1111/j.1365-2958.1991.tb00814.x; 10.1038/36786	3.0	ATP-binding;Cell membrane;Membrane;Nucleotide-binding;Peptide transport;Protein transport;Reference proteome;Sporulation;Translocase;Transport	KW-0067; KW-1003; KW-0472; KW-0547; KW-0571; KW-0653; KW-1185; KW-0749; KW-1278; KW-0813	PF00005;PF08352;	cd03257;	IPR003593;IPR050388;IPR003439;IPR017871;IPR013563;IPR027417;	TIGR01727;	ABC transporter superfamily	PTHR43297:SF2;PTHR43297;	bsu:BSU12950;			peptide transport [GO:0015833]; protein transport [GO:0015031]; sporulation resulting in formation of a cellular spore [GO:0030435]; transmembrane transport [GO:0055085]	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]; peptide transport [GO:0015833]; protein transport [GO:0015031]; sporulation resulting in formation of a cellular spore [GO:0030435]; transmembrane transport [GO:0055085]	938628;
P26906	P26906	reviewed	DPPE_BACSU	Dipeptide-binding protein DppE	dppE dciAE BSU12960	Bacillus subtilis (strain 168)	543		10.1111/j.1365-2958.1991.tb00814.x; 10.1038/36786; 10.1099/mic.0.027839-0	3.0	3D-structure;Cell membrane;Lipoprotein;Membrane;Palmitate;Peptide transport;Protein transport;Reference proteome;Signal;Sporulation;Transport	KW-0002; KW-1003; KW-0449; KW-0472; KW-0564; KW-0571; KW-0653; KW-1185; KW-0732; KW-0749; KW-0813	PF00496;	cd08504;	IPR030678;IPR039424;IPR023765;IPR000914;		Bacterial solute-binding protein 5 family	PTHR30290:SF79;PTHR30290;	bsu:BSU12960;			peptide transport [GO:0015833]; protein transport [GO:0015031]; sporulation resulting in formation of a cellular spore [GO:0030435]	ATP-binding cassette (ABC) transporter complex [GO:0043190]; periplasmic space [GO:0042597]; peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]; protein transport [GO:0015031]; sporulation resulting in formation of a cellular spore [GO:0030435]	938099;
P28842	P28842	reviewed	SUBT_BACS9	Subtilisin (EC 3.4.21.62)	sub1	Bacillus sp. (strain TA39)	420		10.1016/0167-4781(92)90108-c	3.0	Calcium;Hydrolase;Metal-binding;Protease;Secreted;Serine protease;Signal;Sporulation;Zymogen	KW-0106; KW-0378; KW-0479; KW-0645; KW-0964; KW-0720; KW-0732; KW-0749; KW-0865	PF00082;		IPR000209;IPR036852;IPR023827;IPR022398;IPR023828;IPR050131;IPR015500;		Peptidase S8 family	PTHR43806:SF11;PTHR43806;		S08.140;		proteolysis [GO:0006508]; sporulation resulting in formation of a cellular spore [GO:0030435]	extracellular region [GO:0005576]; metal ion binding [GO:0046872]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]; sporulation resulting in formation of a cellular spore [GO:0030435]	
P29142	P29142	reviewed	SUBT_GEOSE	Subtilisin J (EC 3.4.21.62)	aprJ	Geobacillus stearothermophilus (Bacillus stearothermophilus)	381		10.1016/0006-291x(92)91189-w	3.0	Calcium;Hydrolase;Metal-binding;Protease;Secreted;Serine protease;Signal;Sporulation;Zymogen	KW-0106; KW-0378; KW-0479; KW-0645; KW-0964; KW-0720; KW-0732; KW-0749; KW-0865	PF05922;PF00082;	cd07477;	IPR000209;IPR036852;IPR023827;IPR022398;IPR023828;IPR050131;IPR015500;IPR010259;IPR037045;IPR034202;		Peptidase S8 family	PTHR43806:SF11;PTHR43806;		I09.001;S08.035;		proteolysis [GO:0006508]; sporulation resulting in formation of a cellular spore [GO:0030435]	extracellular region [GO:0005576]; metal ion binding [GO:0046872]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]; sporulation resulting in formation of a cellular spore [GO:0030435]	
P31112	P31112	reviewed	HEPS1_BACSU	Heptaprenyl diphosphate synthase component 1 (HepPP synthase subunit 1) (EC 2.5.1.30) (Spore germination protein C1)	hepS gerC1 gerCA hepA BSU22760	Bacillus subtilis (strain 168)	251		10.1038/36786; 10.1099/00221287-136-7-1335; 10.1099/00221287-144-8-2125	3.0	Isoprene biosynthesis;Reference proteome;Sporulation;Transferase	KW-0414; KW-1185; KW-0749; KW-0808	PF07307;		IPR009920;				bsu:BSU22760;			isoprenoid biosynthetic process [GO:0008299]; menaquinone biosynthetic process [GO:0009234]; sporulation resulting in formation of a cellular spore [GO:0030435]	heptaprenyl diphosphate synthase activity [GO:0000010]; transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]; isoprenoid biosynthetic process [GO:0008299]; menaquinone biosynthetic process [GO:0009234]; sporulation resulting in formation of a cellular spore [GO:0030435]	938998;
P32572	P32572	reviewed	SPS18_YEAST	Sporulation protein SPS18 (Sporulation-specific protein SPX18)	SPS18 SPX18 YNL204C N1354	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	300		10.1002/yea.320101213; 10.1038/387s093; 10.1534/g3.113.008995; 10.1101/gr.6037607; 10.1007/bf00282757	3.0	GTPase activation;Metal-binding;Reference proteome;Sporulation;Zinc;Zinc-finger	KW-0343; KW-0479; KW-1185; KW-0749; KW-0862; KW-0863	PF01412;		IPR037278;IPR001164;IPR038508;			PTHR46395;PTHR46395:SF1;	sce:YNL204C;			ascospore formation [GO:0030437]; regulation of ARF protein signal transduction [GO:0032012]; regulation of endocytosis [GO:0030100]	Golgi membrane [GO:0000139]; GTPase activator activity [GO:0005096]; metal ion binding [GO:0046872]; ascospore formation [GO:0030437]; regulation of ARF protein signal transduction [GO:0032012]; regulation of endocytosis [GO:0030100]	855517;
P32634	P32634	reviewed	PMD1_YEAST	Negative regulator of sporulation PMD1	PMD1 YER132C SYGP-ORF50	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1753		10.1038/387s078; 10.1534/g3.113.008995; 10.1093/genetics/147.3.1351; 10.1093/genetics/162.4.1573; 10.1038/nature02026; 10.1038/nature02046; 10.1074/mcp.m400219-mcp200; 10.1021/pr060559j; 10.1074/mcp.m700468-mcp200; 10.1534/genetics.108.098434; 10.1126/science.1172867	3.0	Cytoplasm;Kelch repeat;Meiosis;Phosphoprotein;Reference proteome;Repeat;Sporulation	KW-0963; KW-0880; KW-0469; KW-0597; KW-1185; KW-0677; KW-0749	PF13964;		IPR015915;			PTHR43503;PTHR43503:SF2;	sce:YER132C;			ascospore formation [GO:0030437]; cell redox homeostasis [GO:0045454]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; peroxidase activity [GO:0004601]; ascospore formation [GO:0030437]; cell redox homeostasis [GO:0045454]	856869;
P32645	P32645	reviewed	ISC10_YEAST	Meiosis-specific protein ISC10	ISC10 YER180C SYGP-ORF62	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	267		10.1007/bf00282804; 10.1038/387s078; 10.1534/g3.113.008995	3.0	Cell cycle;Meiosis;Reference proteome;Sporulation	KW-0131; KW-0469; KW-1185; KW-0749							sce:YER180C;			ascospore formation [GO:0030437]	mitogen-activated protein kinase binding [GO:0051019]; protein kinase inhibitor activity [GO:0004860]; ascospore formation [GO:0030437]	856927;
P32959	P32959	reviewed	PBPE_BACSU	Penicillin-binding protein 4* (PBP 4*) (PBP 4A) (Penicillin-binding protein E)	pbpE BSU34440	Bacillus subtilis (strain 168)	451		10.1128/jb.175.10.2917-2925.1993; 10.1038/36786; 10.1128/jb.165.2.498-503.1986	3.0	Cell shape;Cell wall biogenesis/degradation;Direct protein sequencing;Hydrolase;Membrane;Peptidoglycan synthesis;Reference proteome;Sporulation	KW-0133; KW-0961; KW-0903; KW-0378; KW-0472; KW-0573; KW-1185; KW-0749	PF00144;PF11954;		IPR050491;IPR001466;IPR012338;IPR021860;		Beta-lactamase family	PTHR46825;PTHR46825:SF11;	bsu:BSU34440;			cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; sporulation resulting in formation of a cellular spore [GO:0030435]	membrane [GO:0016020]; hydrolase activity [GO:0016787]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; sporulation resulting in formation of a cellular spore [GO:0030435]	938615;
P33757	P33757	reviewed	SPO23_YEAST	Sporulation protein 23	SPO23 YBR250W YBR1702	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	523		10.1002/yea.320091014; 10.1002/j.1460-2075.1994.tb06923.x; 10.1534/g3.113.008995; 10.1128/ec.4.3.604-614.2005; 10.1534/genetics.106.069252	3.0	Meiosis;Reference proteome;Sporulation	KW-0469; KW-1185; KW-0749	PF00339;		IPR014752;IPR011021;				sce:YBR250W;			meiotic cell cycle [GO:0051321]; sporulation resulting in formation of a cellular spore [GO:0030435]	meiotic cell cycle [GO:0051321]; sporulation resulting in formation of a cellular spore [GO:0030435]	852552;
P34228	P34228	reviewed	SEF1_YEAST	Putative transcription factor SEF1 (Suppressor of essential function protein 1) (Suppressor protein SEF1)	SEF1 YBL066C YBL0501 YBL0526	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1148		10.1002/j.1460-2075.1994.tb06923.x; 10.1534/g3.113.008995; 10.1002/yea.320091210; 10.1002/(sici)1097-0061(19980115)14:1<77::aid-yea201>3.0.co;2-p; 10.1074/mcp.m700468-mcp200; 10.1126/science.1172867	3.0	DNA-binding;Metal-binding;Nucleus;Phosphoprotein;Reference proteome;Sporulation;Transcription;Transcription regulation;Zinc	KW-0238; KW-0479; KW-0539; KW-0597; KW-1185; KW-0749; KW-0804; KW-0805; KW-0862	PF04082;PF00172;	cd12148;cd00067;	IPR051089;IPR007219;IPR036864;IPR001138;			PTHR31845;PTHR31845:SF6;	sce:YBL066C;			DNA-templated transcription [GO:0006351]; regulation of DNA-templated transcription [GO:0006355]; sporulation resulting in formation of a cellular spore [GO:0030435]	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; transcription cis-regulatory region binding [GO:0000976]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]; regulation of DNA-templated transcription [GO:0006355]; sporulation resulting in formation of a cellular spore [GO:0030435]	852214;
P34762	P34762	reviewed	CON6_NEUCR	Conidiation-specific protein 6	con-6 B2G14.110 NCU08769	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	93		10.1006/dbio.1993.1303; 10.1093/nar/gkg293; 10.1038/nature01554	3.0	Conidiation;Differentiation;Reference proteome;Repeat;Sporulation	KW-0183; KW-0221; KW-1185; KW-0677; KW-0749	PF10346;		IPR018824;IPR052670;		UPF0654 (con-6) family	PTHR36576;PTHR36576:SF1;	ncr:NCU08769;			conidium formation [GO:0048315]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; conidium formation [GO:0048315]; sporulation resulting in formation of a cellular spore [GO:0030435]	3872237;
P37466	P37466	reviewed	VEG_BACSU	Protein Veg	veg BSU00440	Bacillus subtilis (strain 168)	86		10.1093/dnares/1.1.1; 10.1038/36786; 10.1007/bf00729452; 10.1128/jb.147.2.443-451.1981; 10.1093/jb/mvg062; 10.1128/jb.02201-12	3.0	Cytoplasm;Reference proteome;Sporulation	KW-0963; KW-1185; KW-0749	PF06257;		IPR009366;			PTHR40026;PTHR40026:SF1;	bsu:BSU00440;			regulation of DNA-templated transcription [GO:0006355]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; regulation of DNA-templated transcription [GO:0006355]; sporulation resulting in formation of a cellular spore [GO:0030435]	93079191;936744;
P37958	P37958	reviewed	MECA1_BACSU	Adapter protein MecA 1	mecA BSU11520	Bacillus subtilis (strain 168)	218	P37571	10.1111/j.1365-2958.1993.tb01697.x; 10.1038/36786; 10.1046/j.1365-2958.1999.01544.x; 10.1073/pnas.0535717100	3.0	3D-structure;Competence;Reference proteome;Sporulation	KW-0002; KW-0178; KW-1185; KW-0749	PF05389;		IPR038471;IPR008681;		MecA family	PTHR39161;PTHR39161:SF1;	bsu:BSU11520;			establishment of competence for transformation [GO:0030420]; negative regulation of establishment of competence for transformation [GO:0045808]; negative regulation of sporulation resulting in formation of a cellular spore [GO:0042174]; sporulation resulting in formation of a cellular spore [GO:0030435]	protein-macromolecule adaptor activity [GO:0030674]; establishment of competence for transformation [GO:0030420]; negative regulation of establishment of competence for transformation [GO:0045808]; negative regulation of sporulation resulting in formation of a cellular spore [GO:0042174]; sporulation resulting in formation of a cellular spore [GO:0030435]	936406;
P38586	P38586	reviewed	DEVT_MYXXD	CRISPR-associated protein Cas8a1/Csx13 (CRISPR-associated protein Cas8a1/Csx13, Myxan subtype) (Fruiting body developmental protein T)	devT cas8a1 MXAN_7263	Myxococcus xanthus (strain DK1622)	570		10.1073/pnas.0607335103; 10.1128/jb.175.22.7450-7462.1993; 10.1128/jb.184.6.1540-1546.2002; 10.1128/jb.00187-07	3.0	Antiviral defense;Fruiting body;Reference proteome;Sporulation	KW-0051; KW-0293; KW-1185; KW-0749		cd09714;cd09713;	IPR027811;IPR019989;	TIGR03486;TIGR03485;	CRISPR-associated protein Cas8a1/Csx13 family, Myxan subtype subfamily		mxa:MXAN_7263;			defense response to virus [GO:0051607]; sporulation resulting in formation of a cellular spore [GO:0030435]	defense response to virus [GO:0051607]; sporulation resulting in formation of a cellular spore [GO:0030435]	
P38872	P38872	reviewed	ADY1_YEAST	Prospore formation at selected spindle poles protein 1 (Accumulates dyads protein 1)	PFS1 ADY1 YHR185C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	237	P40555	10.1126/science.8091229; 10.1534/g3.113.008995; 10.1091/mbc.12.9.2646	3.0	Cytoplasm;Cytoskeleton;Nucleus;Reference proteome;Sporulation	KW-0963; KW-0206; KW-0539; KW-1185; KW-0749							sce:YHR185C;			ascospore wall assembly [GO:0030476]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; spindle pole body [GO:0005816]; ascospore wall assembly [GO:0030476]	856591;
P39043	P39043	reviewed	DPP6_LYSSH	Dipeptidyl-peptidase 6 (EC 3.4.22.-) (Dipeptidyl-peptidase VI) (DPP VI) (Endopeptidase II) (Gamma-D-glutamyl-L-diamino acid endopeptidase II) (Gamma-D-glutamyl-MESO-diaminopimelate peptidase II)		Lysinibacillus sphaericus (Bacillus sphaericus)	271		10.1111/j.1574-6968.1992.tb05203.x; 10.1016/0020-711x(92)90041-x	3.0	Cytoplasm;Direct protein sequencing;Hydrolase;Protease;Sporulation;Thiol protease	KW-0963; KW-0903; KW-0378; KW-0645; KW-0749; KW-0788	PF00877;PF08239;		IPR000064;IPR038765;IPR051202;IPR003646;		Peptidase C40 family	PTHR47053;PTHR47053:SF1;		C40.001;		proteolysis [GO:0006508]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; cysteine-type peptidase activity [GO:0008234]; proteolysis [GO:0006508]; sporulation resulting in formation of a cellular spore [GO:0030435]	
P39482	P39482	reviewed	DHG1_PRIMG	Glucose 1-dehydrogenase 1 (EC 1.1.1.47) (GLCDH-I)	gdhI	Priestia megaterium (Bacillus megaterium)	261			3.0	Germination;NADP;Oxidoreductase;Sporulation	KW-0309; KW-0521; KW-0560; KW-0749	PF13561;	cd05358;	IPR036291;IPR020904;IPR002347;		Short-chain dehydrogenases/reductases (SDR) family	PTHR43639;PTHR43639:SF1;				sporulation resulting in formation of a cellular spore [GO:0030435]	glucose 1-dehydrogenase (NAD+) activity [GO:0047934]; glucose 1-dehydrogenase (NADP+) activity [GO:0047935]; sporulation resulting in formation of a cellular spore [GO:0030435]	
P39800	P39800	reviewed	XLYA_BACSU	N-acetylmuramoyl-L-alanine amidase XlyA (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)	xlyA BSU12810	Bacillus subtilis (strain 168)	297		10.1099/13500872-140-8-1855; 10.1128/jb.180.8.2110-2117.1998; 10.1038/36786	3.0	3D-structure;Cell wall biogenesis/degradation;Competence;Hydrolase;Reference proteome;Secreted;Signal;Sporulation	KW-0002; KW-0961; KW-0178; KW-0378; KW-1185; KW-0964; KW-0732; KW-0749	PF01510;PF01476;PF01471;	cd00118;cd06583;	IPR036505;IPR002502;IPR018392;IPR036779;IPR051206;IPR002477;IPR036365;IPR036366;		N-acetylmuramoyl-L-alanine amidase 2 family	PTHR30417;PTHR30417:SF11;	bsu:BSU12810;			cell wall organization [GO:0071555]; establishment of competence for transformation [GO:0030420]; peptidoglycan catabolic process [GO:0009253]; peptidoglycan turnover [GO:0009254]; sporulation resulting in formation of a cellular spore [GO:0030435]	extracellular region [GO:0005576]; N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]; cell wall organization [GO:0071555]; establishment of competence for transformation [GO:0030420]; peptidoglycan catabolic process [GO:0009253]; peptidoglycan turnover [GO:0009254]; sporulation resulting in formation of a cellular spore [GO:0030435]	939869;
P40511	P40511	reviewed	SPO22_YEAST	Sporulation-specific protein 22	SPO22 YIL073C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	975		10.1038/387s084; 10.1534/g3.113.008995; 10.1038/82539; 10.1016/s0960-9822(01)00274-3; 10.1126/science.1084337	3.0	Meiosis;Reference proteome;Sporulation	KW-0469; KW-1185; KW-0749	PF08631;		IPR039057;IPR013940;		SPO22 family	PTHR40375;PTHR40375:SF2;	sce:YIL073C;			homologous chromosome pairing at meiosis [GO:0007129]; homologous recombination [GO:0035825]; positive regulation of protein sumoylation [GO:0033235]; protein sumoylation [GO:0016925]; reciprocal meiotic recombination [GO:0007131]; regulation of synaptonemal complex assembly [GO:0090173]; sporulation resulting in formation of a cellular spore [GO:0030435]	condensed nuclear chromosome [GO:0000794]; nucleus [GO:0005634]; synapsis initiation complex [GO:0106069]; homologous chromosome pairing at meiosis [GO:0007129]; homologous recombination [GO:0035825]; positive regulation of protein sumoylation [GO:0033235]; protein sumoylation [GO:0016925]; reciprocal meiotic recombination [GO:0007131]; regulation of synaptonemal complex assembly [GO:0090173]; sporulation resulting in formation of a cellular spore [GO:0030435]	854737;
P41371	P41371	reviewed	SAS0_CLOPE	Small, acid-soluble spore protein 1 (SSP-1)	ssp1 CPE2161	Clostridium perfringens (strain 13 / Type A)	60		10.1016/0378-1097(91)90539-m; 10.1073/pnas.022493799	3.0	DNA-binding;Reference proteome;Sporulation	KW-0238; KW-1185; KW-0749	PF00269;		IPR001448;IPR018126;IPR050847;IPR038300;		Alpha/beta-type SASP family	PTHR36107;PTHR36107:SF1;	cpe:CPE2161;			DNA topological change [GO:0006265]; sporulation resulting in formation of a cellular spore [GO:0030435]	double-stranded DNA binding [GO:0003690]; DNA topological change [GO:0006265]; sporulation resulting in formation of a cellular spore [GO:0030435]	93001305;
P41746	P41746	reviewed	RODL_ASPFU	Hydrophobin (Rodlet protein)	rodA hyp1 AFUA_5G09580	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	159		10.1128/iai.62.10.4380-4388.1994; 10.1128/iai.62.10.4389-4395.1994; 10.1038/nature04332	3.0	Cell wall;Cell wall biogenesis/degradation;Conidiation;Disulfide bond;Reference proteome;Secreted;Signal;Sporulation	KW-0134; KW-0961; KW-0183; KW-1015; KW-1185; KW-0964; KW-0732; KW-0749	PF01185;		IPR001338;IPR019778;		Fungal hydrophobin family		afm:AFUA_5G09580;			cell wall organization [GO:0071555]; conidium formation [GO:0048315]; sporulation resulting in formation of a cellular spore [GO:0030435]	extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; structural constituent of cell wall [GO:0005199]; cell wall organization [GO:0071555]; conidium formation [GO:0048315]; sporulation resulting in formation of a cellular spore [GO:0030435]	3511423;
P42012	P42012	reviewed	SP0A_LYSSH	Stage 0 sporulation protein A	spo0A	Lysinibacillus sphaericus (Bacillus sphaericus)	263		10.1111/j.1365-2958.1994.tb02176.x	3.0	Activator;Calcium;Cytoplasm;DNA-binding;Metal-binding;Phosphoprotein;Repressor;Sporulation;Transcription;Transcription regulation;Two-component regulatory system	KW-0010; KW-0106; KW-0963; KW-0238; KW-0479; KW-0597; KW-0678; KW-0749; KW-0804; KW-0805; KW-0902	PF00072;PF08769;	cd17561;	IPR050595;IPR011006;IPR016032;IPR001789;IPR014879;IPR012052;IPR036388;	TIGR02875;		PTHR44591:SF3;PTHR44591;				detection of stimulus [GO:0051606]; phosphorelay signal transduction system [GO:0000160]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; calcium ion binding [GO:0005509]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; detection of stimulus [GO:0051606]; phosphorelay signal transduction system [GO:0000160]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sporulation resulting in formation of a cellular spore [GO:0030435]	
P42061	P42061	reviewed	APPA_BACSU	Oligopeptide-binding protein AppA	appA BSU11381/BSU11382 BSU11380	Bacillus subtilis (strain 168)	543		10.1111/j.1365-2958.1994.tb00436.x; 10.1038/36786	3.0	3D-structure;Cell membrane;Competence;Lipoprotein;Membrane;Palmitate;Peptide transport;Protein transport;Reference proteome;Signal;Sporulation;Transport	KW-0002; KW-1003; KW-0178; KW-0449; KW-0472; KW-0564; KW-0571; KW-0653; KW-1185; KW-0732; KW-0749; KW-0813	PF00496;	cd08514;	IPR030678;IPR039424;IPR023765;IPR000914;		Bacterial solute-binding protein 5 family	PTHR30290:SF9;PTHR30290;				establishment of competence for transformation [GO:0030420]; peptide transport [GO:0015833]; protein transport [GO:0015031]; sporulation resulting in formation of a cellular spore [GO:0030435]	ATP-binding cassette (ABC) transporter complex [GO:0043190]; periplasmic space [GO:0042597]; peptide transmembrane transporter activity [GO:1904680]; establishment of competence for transformation [GO:0030420]; peptide transport [GO:0015833]; protein transport [GO:0015031]; sporulation resulting in formation of a cellular spore [GO:0030435]	
P42064	P42064	reviewed	APPD_BACSU	Oligopeptide transport ATP-binding protein AppD	appD BSU11360	Bacillus subtilis (strain 168)	328		10.1111/j.1365-2958.1994.tb00436.x; 10.1038/36786	3.0	ATP-binding;Cell membrane;Competence;Membrane;Nucleotide-binding;Peptide transport;Protein transport;Reference proteome;Sporulation;Transport	KW-0067; KW-1003; KW-0178; KW-0472; KW-0547; KW-0571; KW-0653; KW-1185; KW-0749; KW-0813	PF00005;PF08352;	cd03257;	IPR003593;IPR050388;IPR003439;IPR017871;IPR013563;IPR027417;	TIGR01727;	ABC transporter superfamily	PTHR43297:SF2;PTHR43297;	bsu:BSU11360;			establishment of competence for transformation [GO:0030420]; peptide transport [GO:0015833]; protein transport [GO:0015031]; sporulation resulting in formation of a cellular spore [GO:0030435]	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; establishment of competence for transformation [GO:0030420]; peptide transport [GO:0015833]; protein transport [GO:0015031]; sporulation resulting in formation of a cellular spore [GO:0030435]	936391;
P42065	P42065	reviewed	APPF_BACSU	Oligopeptide transport ATP-binding protein AppF	appF BSU11370	Bacillus subtilis (strain 168)	329		10.1111/j.1365-2958.1994.tb00436.x; 10.1038/36786; 10.1099/mic.0.027839-0	3.0	ATP-binding;Cell membrane;Competence;Membrane;Nucleotide-binding;Peptide transport;Protein transport;Reference proteome;Sporulation;Transport	KW-0067; KW-1003; KW-0178; KW-0472; KW-0547; KW-0571; KW-0653; KW-1185; KW-0749; KW-0813	PF00005;PF08352;	cd03257;	IPR003593;IPR050319;IPR003439;IPR017871;IPR013563;IPR027417;	TIGR01727;	ABC transporter superfamily	PTHR43776:SF7;PTHR43776;	bsu:BSU11370;			establishment of competence for transformation [GO:0030420]; peptide transport [GO:0015833]; protein transport [GO:0015031]; sporulation resulting in formation of a cellular spore [GO:0030435]; transmembrane transport [GO:0055085]	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; establishment of competence for transformation [GO:0030420]; peptide transport [GO:0015833]; protein transport [GO:0015031]; sporulation resulting in formation of a cellular spore [GO:0030435]; transmembrane transport [GO:0055085]	936390;
P42983	P42983	reviewed	NUCB_BACSU	Sporulation-specific extracellular nuclease (EC 3.-.-.-)	nucB BSU25750	Bacillus subtilis (strain 168)	136		10.1111/j.1365-2958.1995.tb02236.x; 10.1099/13500872-142-11-3103; 10.1038/36786; 10.1128/jb.172.2.1092-1098.1990	3.0	Hydrolase;Manganese;Nuclease;Reference proteome;Secreted;Signal;Sporulation	KW-0378; KW-0464; KW-0540; KW-1185; KW-0964; KW-0732; KW-0749							bsu:BSU25750;			sporulation resulting in formation of a cellular spore [GO:0030435]	extracellular region [GO:0005576]; nuclease activity [GO:0004518]; sporulation resulting in formation of a cellular spore [GO:0030435]	937804;
P43611	P43611	reviewed	OSW7_YEAST	Outer spore wall protein 7	OSW7 YFR039C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	510		10.1002/(sici)1097-0061(199602)12:2%3c177::aid-yea896%3e3.0.co;2-a; 10.1038/ng0795-261; 10.1534/g3.113.008995; 10.1038/nature02046; 10.1021/pr060559j; 10.1371/journal.pgen.1003700	3.0	Phosphoprotein;Reference proteome;Signal;Sporulation	KW-0597; KW-1185; KW-0732; KW-0749					OSW/SHE family		sce:YFR039C;			ascospore wall assembly [GO:0030476]	endoplasmic reticulum [GO:0005783]; ascospore wall assembly [GO:0030476]	850600;
P43620	P43620	reviewed	RMD8_YEAST	Sporulation protein RMD8 (Required for meiotic nuclear division protein 8)	RMD8 YFR048W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	662		10.1038/ng0795-261; 10.1534/g3.113.008995; 10.1002/(sici)1097-0061(199602)12:2%3c149::aid-yea893%3e3.0.co;2-g; 10.1093/genetics/163.1.47; 10.1038/nature02046; 10.1074/mcp.m700468-mcp200; 10.1073/pnas.1210303109	3.0	Acetylation;Meiosis;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-0007; KW-0469; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133	PF02582;		IPR003734;IPR051624;		RMD1/sif2 family	PTHR16255;PTHR16255:SF4;	sce:YFR048W;			meiotic cell cycle [GO:0051321]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; mitochondrion [GO:0005739]; meiotic cell cycle [GO:0051321]; sporulation resulting in formation of a cellular spore [GO:0030435]	850609;
P45706	P45706	reviewed	CCDA_BACSU	Cytochrome c-type biogenesis protein CcdA	ccdA BSU17930	Bacillus subtilis (strain 168)	235		10.1099/13500872-142-11-3097; 10.1128/jb.179.6.1962-1973.1997; 10.1038/36786; 10.1128/jb.182.10.2845-2854.2000; 10.1128/jb.184.5.1423-1429.2002	3.0	Cell membrane;Cytochrome c-type biogenesis;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0201; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133	PF02683;		IPR003834;IPR051790;		DsbD family	PTHR31272;PTHR31272:SF4;	bsu:BSU17930;			cytochrome complex assembly [GO:0017004]; sporulation resulting in formation of a cellular spore [GO:0030435]	plasma membrane [GO:0005886]; cytochrome complex assembly [GO:0017004]; sporulation resulting in formation of a cellular spore [GO:0030435]	937140;
