target	product	best_hit	HMM	evalue	score	EC	gene	ORF_start	ORF_end	product_start	product_end	product_length	ORF_length-aa
Q18C29	Hypothetical							N/A	N/A				
Q2J7H0	Hypothetical							N/A	N/A				
Q45060	Small acid-soluble spore protein (thioredoxin-like protein)	K06434	KOFam_prokaryote_KEGG	1.7e-36	120.9		tlp	N/A	N/A	9	81	72	428
Q45710	Hypothetical							N/A	N/A				
Q45723	Hypothetical							N/A	N/A				
Q45729	Hypothetical							N/A	N/A				
Q45758	Hypothetical							N/A	N/A				
Q45790	Hypothetical							N/A	N/A				
Q45832	Stage II sporulation protein GA (sporulation sigma-E factor processing peptidase)	K06383	KOFam_prokaryote_KEGG	2.3e-67	223.8	3.4.23.-	spoIIGA	N/A	N/A	1	262	261	428
Q5KY22	Small acid-soluble spore protein H (minor)	K06425	KOFam_prokaryote_KEGG	1e-25	86.8		sspH	N/A	N/A	1	59	58	428
Q5KZP1	Small acid-soluble spore protein N (minor)	K06431	KOFam_prokaryote_KEGG	1.1e-21	73.4		sspN	N/A	N/A	1	47	46	428
Q5KZT7	Small acid-soluble spore protein H (minor)	K06425	KOFam_prokaryote_KEGG	6.3e-19	64.8		sspH	N/A	N/A	1	59	58	428
Q5L0A5	Small acid-soluble spore protein O (minor)	K06432	KOFam_prokaryote_KEGG	1.6e-30	101.9		sspO, cotK	N/A	N/A	1	49	48	428
Q5L0A7	Small acid-soluble spore protein P (minor)	K06433	KOFam_prokaryote_KEGG	5e-27	90.8		sspP, cotL	N/A	N/A	1	48	47	428
Q5L293	MarR family transcriptional regulator, protease production regulatory protein HPr	K09682	KOFam_prokaryote_KEGG	4.7e-102	335.4		hpr	N/A	N/A	4	184	180	428
Q5L2U0	Small acid-soluble spore protein K (minor)	K06428	KOFam_prokaryote_KEGG	5.1e-35	116.0		sspK	N/A	N/A	1	52	51	428
Q5WAC9	Stage V sporulation protein G	K06412	KOFam_prokaryote_KEGG	3.5e-45	150.0		spoVG	N/A	N/A	1	89	88	428
Q5WD36	Small acid-soluble spore protein (thioredoxin-like protein)	K06434	KOFam_prokaryote_KEGG	9.4e-24	80.0		tlp	N/A	N/A	2	75	73	428
Q5WGB8	Chromosome-anchoring protein RacA	K11686	KOFam_prokaryote_KEGG	4.6e-47	156.9		racA	N/A	N/A	1	171	170	428
Q5WHU1	MarR family transcriptional regulator, protease production regulatory protein HPr	K09682	KOFam_prokaryote_KEGG	4.6e-86	283.3		hpr	N/A	N/A	8	182	174	428
Q5WIG0	Small acid-soluble spore protein K (minor)	K06428	KOFam_prokaryote_KEGG	1.4e-19	66.6		sspK	N/A	N/A	1	49	48	428
Q635W3	Protein-glutamine gamma-glutamyltransferase	K00686	KOFam_prokaryote_KEGG	6.4e-94	311.5	2.3.2.13	tgl	N/A	N/A	17	245	228	428
Q63BQ9	Chromosome-anchoring protein RacA	K11686	KOFam_prokaryote_KEGG	7.8e-57	188.7		racA	N/A	N/A	1	179	178	428
Q63EV6	MarR family transcriptional regulator, protease production regulatory protein HPr	K09682	KOFam_prokaryote_KEGG	4.3e-95	312.8		hpr	N/A	N/A	5	184	179	428
Q63G33	Small acid-soluble spore protein H (minor)	K06425	KOFam_prokaryote_KEGG	1.2e-23	80.0		sspH	N/A	N/A	1	59	58	428
Q63HI5	Stage V sporulation protein G	K06412	KOFam_prokaryote_KEGG	2.6e-45	150.4		spoVG	N/A	N/A	1	88	87	428
Q65FN2	Protein-glutamine gamma-glutamyltransferase	K00686	KOFam_prokaryote_KEGG	4.2e-88	292.3	2.3.2.13	tgl	N/A	N/A	1	243	242	428
Q65GP2	Small acid-soluble spore protein H (minor)	K06425	KOFam_prokaryote_KEGG	3e-26	88.4		sspH	N/A	N/A	1	59	58	428
Q65J23	Small acid-soluble spore protein (thioredoxin-like protein)	K06434	KOFam_prokaryote_KEGG	7.5e-38	125.2		tlp	N/A	N/A	1	76	75	428
Q65J24	Small acid-soluble spore protein N (minor)	K06431	KOFam_prokaryote_KEGG	6.6e-19	64.5		sspN	N/A	N/A	1	47	46	428
Q65J28	Small acid-soluble spore protein O (minor)	K06432	KOFam_prokaryote_KEGG	6.9e-21	71.0		sspO, cotK	N/A	N/A	1	48	47	428
Q65J29	Small acid-soluble spore protein P (minor)	K06433	KOFam_prokaryote_KEGG	8.3e-27	90.1		sspP, cotL	N/A	N/A	1	48	47	428
Q65LS8	MarR family transcriptional regulator, protease production regulatory protein HPr	K09682	KOFam_prokaryote_KEGG	8.6e-98	321.5		hpr	N/A	N/A	5	185	180	428
Q65MA1	Small acid-soluble spore protein K (minor)	K06428	KOFam_prokaryote_KEGG	8.3e-30	99.3		sspK	N/A	N/A	1	49	48	428
Q65NA4	Hypothetical							N/A	N/A				
Q65PH2	Stage V sporulation protein G	K06412	KOFam_prokaryote_KEGG	3.5e-45	149.9		spoVG	N/A	N/A	1	85	84	428
Q6HEJ9	Protein-glutamine gamma-glutamyltransferase	K00686	KOFam_prokaryote_KEGG	1.1e-93	310.8	2.3.2.13	tgl	N/A	N/A	17	245	228	428
Q6HJ78	Chromosome-anchoring protein RacA	K11686	KOFam_prokaryote_KEGG	7.8e-57	188.7		racA	N/A	N/A	1	179	178	428
Q6HMB8	MarR family transcriptional regulator, protease production regulatory protein HPr	K09682	KOFam_prokaryote_KEGG	4.3e-95	312.8		hpr	N/A	N/A	5	184	179	428
Q6HNK1	Small acid-soluble spore protein H (minor)	K06425	KOFam_prokaryote_KEGG	1.6e-23	79.7		sspH	N/A	N/A	1	59	58	428
Q6HPW9	Stage V sporulation protein G	K06412	KOFam_prokaryote_KEGG	2.6e-45	150.4		spoVG	N/A	N/A	1	88	87	428
Q733L9	Small acid-soluble spore protein P (minor)	K06433	KOFam_prokaryote_KEGG	2.8e-19	66.1		sspP, cotL	N/A	N/A	5	44	39	428
Q733M2	Small acid-soluble spore protein O (minor)	K06432	KOFam_prokaryote_KEGG	1.7e-26	89.0		sspO, cotK	N/A	N/A	1	49	48	428
Q733M9	Hypothetical							N/A	N/A				
Q738S2	Chromosome-anchoring protein RacA	K11686	KOFam_prokaryote_KEGG	1.6e-55	184.4		racA	N/A	N/A	1	179	178	428
Q73CB7	MarR family transcriptional regulator, protease production regulatory protein HPr	K09682	KOFam_prokaryote_KEGG	4.3e-95	312.8		hpr	N/A	N/A	5	184	179	428
Q73DN1	Small acid-soluble spore protein H (minor)	K06425	KOFam_prokaryote_KEGG	1.6e-23	79.7		sspH	N/A	N/A	1	59	58	428
Q73DY6	Small acid-soluble spore protein K (minor)	K06428	KOFam_prokaryote_KEGG	4.3e-25	84.3		sspK	N/A	N/A	1	52	51	428
Q73FG0	Stage V sporulation protein G	K06412	KOFam_prokaryote_KEGG	2.6e-45	150.4		spoVG	N/A	N/A	1	88	87	428
Q7WY58	Small acid-soluble spore protein J (minor)	K06427	KOFam_prokaryote_KEGG	7e-33	109.3		sspJ	N/A	N/A	1	46	45	428
Q7WY59	Small acid-soluble spore protein G (minor)	K06424	KOFam_prokaryote_KEGG	7.8e-34	112.4		sspG	N/A	N/A	1	48	47	428
Q7WY63	Hypothetical							N/A	N/A				
Q7WY65	Hypothetical							N/A	N/A				
Q7WY66	Hypothetical							N/A	N/A				
Q7WY69	Hypothetical							N/A	N/A				
Q7WY75	Small acid-soluble spore protein K (minor)	K06428	KOFam_prokaryote_KEGG	5.6e-30	99.9		sspK	N/A	N/A	2	50	48	428
Q813W6	MarR family transcriptional regulator, protease production regulatory protein HPr	K09682	KOFam_prokaryote_KEGG	1.3e-95	314.5		hpr	N/A	N/A	5	184	179	428
Q819L3	Protein-glutamine gamma-glutamyltransferase	K00686	KOFam_prokaryote_KEGG	2.4e-94	312.9	2.3.2.13	tgl	N/A	N/A	17	251	234	428
Q81AF2	Small acid-soluble spore protein P (minor)	K06433	KOFam_prokaryote_KEGG	5.1e-19	65.2		sspP, cotL	N/A	N/A	7	44	37	428
Q81AF5	Small acid-soluble spore protein O (minor)	K06432	KOFam_prokaryote_KEGG	1.4e-26	89.3		sspO, cotK	N/A	N/A	1	49	48	428
Q81AG1	Hypothetical							N/A	N/A				
Q81DD0	Hypothetical							N/A	N/A				
Q81DW0	Chromosome-anchoring protein RacA	K11686	KOFam_prokaryote_KEGG	2.7e-55	183.7		racA	N/A	N/A	1	179	178	428
Q81FB5	Small acid-soluble spore protein H (minor)	K06425	KOFam_prokaryote_KEGG	7.3e-23	77.5		sspH	N/A	N/A	1	58	57	428
Q81FS9	Adapter protein MecA 1/2	K16511	KOFam_prokaryote_KEGG	8.7e-65	215.5		mecA1_2	N/A	N/A	1	200	199	428
Q81GK5	Adapter protein MecA 1/2	K16511	KOFam_prokaryote_KEGG	3.1e-64	213.7		mecA1_2	N/A	N/A	1	226	225	428
Q81I11	Small acid-soluble spore protein H (minor)	K06425	KOFam_prokaryote_KEGG	2.5e-23	79.0		sspH	N/A	N/A	1	59	58	428
Q81I94	Small acid-soluble spore protein K (minor)	K06428	KOFam_prokaryote_KEGG	4.3e-25	84.3		sspK	N/A	N/A	1	52	51	428
Q81J99	Stage V sporulation protein G	K06412	KOFam_prokaryote_KEGG	2.6e-45	150.4		spoVG	N/A	N/A	1	88	87	428
Q81JG1	MarR family transcriptional regulator, protease production regulatory protein HPr	K09682	KOFam_prokaryote_KEGG	4.3e-95	312.8		hpr	N/A	N/A	5	184	179	428
Q81MS1	Protein-glutamine gamma-glutamyltransferase	K00686	KOFam_prokaryote_KEGG	1.1e-93	310.8	2.3.2.13	tgl	N/A	N/A	17	245	228	428
Q81QD4	Hypothetical							N/A	N/A				
Q81QX8	Chromosome-anchoring protein RacA	K11686	KOFam_prokaryote_KEGG	7.8e-57	188.7		racA	N/A	N/A	1	179	178	428
Q81SD1	Small acid-soluble spore protein H (minor)	K06425	KOFam_prokaryote_KEGG	1.2e-22	76.9		sspH	N/A	N/A	1	58	57	428
Q81SY4	Adapter protein MecA 1/2	K16511	KOFam_prokaryote_KEGG	3.3e-65	216.9		mecA1_2	N/A	N/A	1	200	199	428
Q81TR3	Adapter protein MecA 1/2	K16511	KOFam_prokaryote_KEGG	4.2e-64	213.3		mecA1_2	N/A	N/A	1	226	225	428
Q81V87	Small acid-soluble spore protein H (minor)	K06425	KOFam_prokaryote_KEGG	1.2e-23	80.0		sspH	N/A	N/A	1	59	58	428
Q81VZ2	Stage V sporulation protein G	K06412	KOFam_prokaryote_KEGG	2.6e-45	150.4		spoVG	N/A	N/A	1	88	87	428
Q81Y79	Small acid-soluble spore protein O (minor)	K06432	KOFam_prokaryote_KEGG	1.7e-26	89.0		sspO, cotK	N/A	N/A	1	49	48	428
Q81Y87	Hypothetical							N/A	N/A				
Q81YW1	Small acid-soluble spore protein K (minor)	K06428	KOFam_prokaryote_KEGG	4.3e-25	84.3		sspK	N/A	N/A	1	52	51	428
Q8CUT7	Hypothetical							N/A	N/A				
Q8ETS4	Small acid-soluble spore protein (thioredoxin-like protein)	K06434	KOFam_prokaryote_KEGG	5.2e-27	90.5		tlp	N/A	N/A	1	73	72	428
Q9K5W7	Protein-glutamine gamma-glutamyltransferase	K00686	KOFam_prokaryote_KEGG	1.9e-94	313.0	2.3.2.13	tgl	N/A	N/A	4	277	273	428
Q9K6A3	cwlJ, sleB; N-acetylmuramoyl-L-alanine amidase	K01449	KOFam_prokaryote_FOAM	2.4e-27	92.7	3.5.1.28		N/A	N/A	7	140	133	428
Q9K8Z3	Adapter protein MecA 1/2	K16511	KOFam_prokaryote_KEGG	8.7e-58	192.6		mecA1_2	N/A	N/A	1	211	210	428
Q9KAI6	Small acid-soluble spore protein P (minor)	K06433	KOFam_prokaryote_KEGG	1.4e-21	73.5		sspP, cotL	N/A	N/A	1	45	44	428
Q9KAI7	Small acid-soluble spore protein O (minor)	K06432	KOFam_prokaryote_KEGG	1.9e-20	69.5		sspO, cotK	N/A	N/A	1	53	52	428
Q9KAJ2	Small acid-soluble spore protein N (minor)	K06431	KOFam_prokaryote_KEGG	2.6e-22	75.4		sspN	N/A	N/A	1	46	45	428
Q9KAK0	Small acid-soluble spore protein (thioredoxin-like protein)	K06434	KOFam_prokaryote_KEGG	5.9e-21	71.0		tlp	N/A	N/A	2	72	70	428
Q9KB75	Small acid-soluble spore protein H (minor)	K06425	KOFam_prokaryote_KEGG	7.2e-25	84.0		sspH	N/A	N/A	2	60	58	428
Q9KC68	Chromosome-anchoring protein RacA	K11686	KOFam_prokaryote_KEGG	2.6e-50	167.5		racA	N/A	N/A	4	174	170	428
Q9KCE0	cwlJ, sleB; N-acetylmuramoyl-L-alanine amidase	K01449	KOFam_prokaryote_FOAM	1.5e-86	287.0	3.5.1.28		N/A	N/A	12	330	318	428
Q9KCF1	Adapter protein MecA 1/2	K16511	KOFam_prokaryote_KEGG	4.1e-58	193.7		mecA1_2	N/A	N/A	1	198	197	428
Q9KDL8	Cytochrome c-type biogenesis protein	K06196	KOFam_prokaryote_KEGG	3.5e-72	240.0		ccdA	N/A	N/A	6	230	224	428
Q9KDM7	MarR family transcriptional regulator, protease production regulatory protein HPr	K09682	KOFam_prokaryote_KEGG	1.6e-89	294.5		hpr	N/A	N/A	3	182	179	428
Q9KEC6	Small acid-soluble spore protein K (minor)	K06428	KOFam_prokaryote_KEGG	4.3e-22	74.6		sspK	N/A	N/A	1	46	45	428
Q9KGJ7	Stage V sporulation protein G	K06412	KOFam_prokaryote_KEGG	4e-46	153.1		spoVG	N/A	N/A	1	91	90	428
A0RH02	Small acid-soluble spore protein (thioredoxin-like protein)	K06434	KOFam_prokaryote_KEGG	1.5e-27	92.2		tlp	N/A	N/A	2	64	62	428
A3DEN2	Hypothetical							N/A	N/A				
A5HZY2	Hypothetical							N/A	N/A				
A5I174	Hypothetical							N/A	N/A				
A6M0F0	Hypothetical							N/A	N/A				
A7FS46	Hypothetical							N/A	N/A				
A7FTB7	Hypothetical							N/A	N/A				
A7GBI7	Hypothetical							N/A	N/A				
A7GCS6	Hypothetical							N/A	N/A				
A7GTL2	Small acid-soluble spore protein I (minor)	K06426	KOFam_prokaryote_KEGG	4.9e-34	113.2		sspI	N/A	N/A	1	69	68	428
A7Z7F5	Small acid-soluble spore protein I (minor)	K06426	KOFam_prokaryote_KEGG	6.7e-34	112.8		sspI	N/A	N/A	1	68	67	428
A8FDR4	Small acid-soluble spore protein (thioredoxin-like protein)	K06434	KOFam_prokaryote_KEGG	3.9e-30	100.5		tlp	N/A	N/A	6	78	72	428
A9VJM6	Small acid-soluble spore protein I (minor)	K06426	KOFam_prokaryote_KEGG	2e-34	114.4		sspI	N/A	N/A	1	69	68	428
B7HAY0	Small acid-soluble spore protein (thioredoxin-like protein)	K06434	KOFam_prokaryote_KEGG	3.3e-27	91.1		tlp	N/A	N/A	2	64	62	428
B7HRK4	Small acid-soluble spore protein I (minor)	K06426	KOFam_prokaryote_KEGG	1.4e-34	114.9		sspI	N/A	N/A	1	69	68	428
B7I056	Small acid-soluble spore protein (thioredoxin-like protein)	K06434	KOFam_prokaryote_KEGG	1.5e-27	92.2		tlp	N/A	N/A	2	64	62	428
B7IJW2	Small acid-soluble spore protein I (minor)	K06426	KOFam_prokaryote_KEGG	6.6e-35	116.0		sspI	N/A	N/A	1	69	68	428
B7JI37	Small acid-soluble spore protein (thioredoxin-like protein)	K06434	KOFam_prokaryote_KEGG	1.5e-27	92.2		tlp	N/A	N/A	2	64	62	428
B7JR69	Small acid-soluble spore protein I (minor)	K06426	KOFam_prokaryote_KEGG	1.4e-34	114.9		sspI	N/A	N/A	1	69	68	428
B9IUC0	Small acid-soluble spore protein (thioredoxin-like protein)	K06434	KOFam_prokaryote_KEGG	1.5e-27	92.2		tlp	N/A	N/A	2	64	62	428
B9J065	Small acid-soluble spore protein I (minor)	K06426	KOFam_prokaryote_KEGG	1.4e-34	114.9		sspI	N/A	N/A	1	69	68	428
C0H3X8	Similar to spore coat protein	K06439	KOFam_prokaryote_KEGG	3.7e-21	71.5		yraD	N/A	N/A	36	89	53	428
C0H450	Stage V sporulation protein AE	K06407	KOFam_prokaryote_KEGG	3.3e-37	123.8		spoVAE	N/A	N/A	1	116	115	428
C1EN48	Small acid-soluble spore protein (thioredoxin-like protein)	K06434	KOFam_prokaryote_KEGG	1.5e-27	92.2		tlp	N/A	N/A	2	64	62	428
C1EU02	Small acid-soluble spore protein I (minor)	K06426	KOFam_prokaryote_KEGG	1.4e-34	114.9		sspI	N/A	N/A	1	69	68	428
C3L8U0	Small acid-soluble spore protein I (minor)	K06426	KOFam_prokaryote_KEGG	1.4e-34	114.9		sspI	N/A	N/A	1	69	68	428
C3L9C5	Small acid-soluble spore protein (thioredoxin-like protein)	K06434	KOFam_prokaryote_KEGG	1.5e-27	92.2		tlp	N/A	N/A	2	64	62	428
C3P449	Small acid-soluble spore protein (thioredoxin-like protein)	K06434	KOFam_prokaryote_KEGG	1.5e-27	92.2		tlp	N/A	N/A	2	64	62	428
C3PAF1	Small acid-soluble spore protein I (minor)	K06426	KOFam_prokaryote_KEGG	1.4e-34	114.9		sspI	N/A	N/A	1	69	68	428
C5D2I1	Small acid-soluble spore protein (thioredoxin-like protein)	K06434	KOFam_prokaryote_KEGG	3.2e-38	126.4		tlp	N/A	N/A	1	76	75	428
C5D630	Small acid-soluble spore protein I (minor)	K06426	KOFam_prokaryote_KEGG	3.1e-33	110.6		sspI	N/A	N/A	1	69	68	428
O06010	Similar to spore coat protein	K06439	KOFam_prokaryote_KEGG	2e-43	143.2		yraD	N/A	N/A	1	98	97	428
O06723	Hypothetical							N/A	N/A				
O07919	Similar to spore coat protein	K06440	KOFam_prokaryote_KEGG	6.4e-37	121.9		yraG	N/A	N/A	1	71	70	428
O07949	Similar to spore coat protein	K06439	KOFam_prokaryote_KEGG	2.4e-31	104.4		yraD	N/A	N/A	10	99	89	428
O31686	Stage V sporulation protein B	K06409	KOFam_prokaryote_KEGG	4.8e-103	341.8		spoVB	N/A	N/A	2	433	431	428
P06630	Hypothetical							N/A	N/A				
P07789	Spore coat protein B	K06325	KOFam_prokaryote_KEGG	4.1e-99	322.6		cotB	N/A	N/A	2	379	377	428
P07790	Spore coat protein C	K06326	KOFam_prokaryote_KEGG	9.4e-21	71.0		cotC	N/A	N/A	1	66	65	428
P07791	Spore coat protein D	K06327	KOFam_prokaryote_KEGG	7.1e-28	94.8		cotD	N/A	N/A	2	73	71	428
P0A3T6	Spore germination protein PB	K06300	KOFam_prokaryote_KEGG	3.9e-26	87.8		gerPB	N/A	N/A	1	58	57	428
P0A3T8	Spore germination protein PD	K06302	KOFam_prokaryote_KEGG	1.8e-27	91.3		gerPD	N/A	N/A	1	58	57	428
P27642	Hypothetical							N/A	N/A				
P37874	Hypothetical							N/A	N/A				
P37968	Stage II sporulation protein P	K06385	KOFam_prokaryote_KEGG	9.9e-112	371.0		spoIIP	N/A	N/A	15	399	384	428
P39151	Stage II sporulation protein R	K06387	KOFam_prokaryote_KEGG	1.7e-89	296.2		spoIIR	N/A	N/A	1	223	222	428
P40867	Stage V sporulation protein AB	K06404	KOFam_prokaryote_KEGG	2e-52	174.0		spoVAB	N/A	N/A	1	138	137	428
P40868	Stage V sporulation protein AC	K06405	KOFam_prokaryote_KEGG	4.2e-69	227.9		spoVAC	N/A	N/A	4	147	143	428
P40870	Stage V sporulation protein AE	K06407	KOFam_prokaryote_KEGG	2e-43	143.8		spoVAE	N/A	N/A	30	189	159	428
P49780	Stage III sporulation protein AC	K06392	KOFam_prokaryote_KEGG	1.8e-30	101.6		spoIIIAC	N/A	N/A	1	67	66	428
P49781	Stage III sporulation protein AD	K06393	KOFam_prokaryote_KEGG	1.2e-54	180.4		spoIIIAD	N/A	N/A	3	130	127	428
P49783	Stage III sporulation protein AF	K06395	KOFam_prokaryote_KEGG	1.4e-56	188.6		spoIIIAF	N/A	N/A	1	203	202	428
P54379	Hypothetical							N/A	N/A				
P54469	Similar to stage IV sporulation protein	K06438	KOFam_prokaryote_KEGG	7.4e-135	447.0		yqfD	N/A	N/A	1	395	394	428
P54601	Hypothetical							N/A	N/A				
P59106	Spore germination protein	K06313	KOFam_prokaryote_KEGG	1.8e-157	521.5		ypeB	N/A	N/A	3	442	439	428
P94496	Hypothetical							N/A	N/A				
Q01367	Stage III sporulation protein AA	K06390	KOFam_prokaryote_KEGG	3.8e-128	423.7		spoIIIAA	N/A	N/A	1	300	299	428
Q01368	Stage III sporulation protein AB	K06391	KOFam_prokaryote_KEGG	2.2e-67	223.0		spoIIIAB	N/A	N/A	1	171	170	428
Q04811	Hypothetical							N/A	N/A				
Q08309	Spore coat protein V	K06340	KOFam_prokaryote_KEGG	9.7e-66	216.2		cotV	N/A	N/A	1	128	127	428
Q08310	Spore coat protein W	K06341	KOFam_prokaryote_KEGG	8.3e-28	93.4		cotW	N/A	N/A	1	105	104	428
Q08313	Spore coat protein X	K06342	KOFam_prokaryote_KEGG	7.2e-50	165.6		cotX	N/A	N/A	5	167	162	428
Q5KWD9	Small acid-soluble spore protein I (minor)	K06426	KOFam_prokaryote_KEGG	4.5e-33	110.1		sspI	N/A	N/A	1	69	68	428
Q5KZP0	Small acid-soluble spore protein (thioredoxin-like protein)	K06434	KOFam_prokaryote_KEGG	1.4e-37	124.4		tlp	N/A	N/A	3	73	70	428
Q5WEJ3	Small acid-soluble spore protein I (minor)	K06426	KOFam_prokaryote_KEGG	3.9e-30	100.7		sspI	N/A	N/A	1	68	67	428
Q633N2	Small acid-soluble spore protein I (minor)	K06426	KOFam_prokaryote_KEGG	1.4e-34	114.9		sspI	N/A	N/A	1	69	68	428
Q637L7	Small acid-soluble spore protein (thioredoxin-like protein)	K06434	KOFam_prokaryote_KEGG	1.5e-27	92.2		tlp	N/A	N/A	2	64	62	428
Q65GD0	Small acid-soluble spore protein I (minor)	K06426	KOFam_prokaryote_KEGG	1.1e-34	115.3		sspI	N/A	N/A	1	69	68	428
Q6HCW5	Small acid-soluble spore protein I (minor)	K06426	KOFam_prokaryote_KEGG	1.4e-34	114.9		sspI	N/A	N/A	1	69	68	428
Q6HFI9	Small acid-soluble spore protein (thioredoxin-like protein)	K06434	KOFam_prokaryote_KEGG	1.5e-27	92.2		tlp	N/A	N/A	2	64	62	428
Q72ZH9	Small acid-soluble spore protein I (minor)	K06426	KOFam_prokaryote_KEGG	1.4e-34	114.9		sspI	N/A	N/A	1	69	68	428
Q733N0	Small acid-soluble spore protein (thioredoxin-like protein)	K06434	KOFam_prokaryote_KEGG	1.5e-27	92.2		tlp	N/A	N/A	2	64	62	428
Q73AH3	Small acid-soluble spore protein H (minor)	K06425	KOFam_prokaryote_KEGG	1.2e-22	76.9		sspH	N/A	N/A	1	58	57	428
Q817I4	Small acid-soluble spore protein I (minor)	K06426	KOFam_prokaryote_KEGG	6.6e-35	116.0		sspI	N/A	N/A	1	69	68	428
Q81AG2	Small acid-soluble spore protein (thioredoxin-like protein)	K06434	KOFam_prokaryote_KEGG	3.3e-27	91.1		tlp	N/A	N/A	2	64	62	428
Q81L28	Small acid-soluble spore protein I (minor)	K06426	KOFam_prokaryote_KEGG	1.4e-34	114.9		sspI	N/A	N/A	1	69	68	428
Q81Y88	Small acid-soluble spore protein (thioredoxin-like protein)	K06434	KOFam_prokaryote_KEGG	1.5e-27	92.2		tlp	N/A	N/A	2	64	62	428
Q8EPH2	Small acid-soluble spore protein I (minor)	K06426	KOFam_prokaryote_KEGG	6.8e-33	109.4		sspI	N/A	N/A	1	69	68	428
Q8RB27	Small acid-soluble spore protein I (minor)	K06426	KOFam_prokaryote_KEGG	1.7e-23	79.4		sspI	N/A	N/A	1	65	64	428
Q9K893	Small acid-soluble spore protein I (minor)	K06426	KOFam_prokaryote_KEGG	3e-32	107.4		sspI	N/A	N/A	1	68	67	428
Q9RC82	Spore germination protein	K06313	KOFam_prokaryote_KEGG	3.7e-166	550.1		ypeB	N/A	N/A	1	444	443	428
P37526	Hypothetical							N/A	N/A				
P37531	Spore germination protein	K06306	KOFam_prokaryote_KEGG	3.2e-149	494.6		yaaH	N/A	N/A	1	429	428	428
P37471	Cell division protein DivIC	K13052	KOFam_prokaryote_KEGG	3.9e-33	111.7		divIC, divA	N/A	N/A	7	124	117	428
P37561	Hypothetical							N/A	N/A				
P37562	K08884; serine/threonine protein kinase, bacterial	K08884	KOFam_prokaryote_FOAM	2.7e-25	85.5	2.7.11.1		N/A	N/A	13	300	287	428
P37569	Protein arginine kinase activator	K19411	KOFam_prokaryote_KEGG	9.8e-65	214.9		mcsA	N/A	N/A	1	184	183	428
P37570	Protein arginine kinase	K19405	KOFam_prokaryote_KEGG	2.7e-154	509.9	2.7.14.1	mcsB	N/A	N/A	1	352	351	428
P37571	ATP-dependent Clp protease ATP-binding subunit ClpC	K03696	KOFam_prokaryote_KEGG	0.0	1268.1		clpC	N/A	N/A	2	805	803	428
P37573	Diadenylate cyclase	K07067	KOFam_prokaryote_KEGG	3.7e-148	490.2	2.7.7.85	disA	N/A	N/A	11	359	348	428
P50862	Hypothetical							N/A	N/A				
P50864	amiABC; N-acetylmuramoyl-L-alanine amidase	K01448	KOFam_prokaryote_FOAM	3e-56	187.8	3.5.1.28		N/A	N/A	30	232	202	428
P40407	Hypothetical							N/A	N/A				
P54426	Hypothetical							N/A	N/A				
O31442	Hypothetical							N/A	N/A				
O31451	Hypothetical							N/A	N/A				
P94381	L-lysine exporter family protein LysE/ArgO	K06895	KOFam_prokaryote_KEGG	6.9e-30	101.0		lysE, argO	N/A	N/A	1	205	204	428
P94382	Uncharacterized protein	K09190	KOFam_prokaryote_KEGG	1.9e-92	306.7			N/A	N/A	14	244	230	428
P94383	Aromatic amino acid permease	K16237	KOFam_prokaryote_KEGG	1.4e-142	471.9		aroP	N/A	N/A	3	440	437	428
O31473	Uncharacterized protein	K09967	KOFam_prokaryote_KEGG	7.9e-76	252.3			N/A	N/A	3	197	194	428
P94389	Uncharacterized protein	K07074	KOFam_prokaryote_KEGG	5.2e-84	278.8			N/A	N/A	1	257	256	428
P42401	Hypothetical							N/A	N/A				
P42402	Hypothetical							N/A	N/A				
P94409	Hypothetical							N/A	N/A				
P42968	IclR family transcriptional regulator, KDG regulon repressor	K19333	KOFam_prokaryote_KEGG	1.9e-84	280.5		kdgR	N/A	N/A	2	249	247	428
P96617	Rhomboid protease GluP	K19225	KOFam_prokaryote_KEGG	1.5e-51	172.5	3.4.21.105	gluP	N/A	N/A	15	195	180	428
P96652	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	K03719	KOFam_prokaryote_KEGG	6.2e-31	104.6		lrp	N/A	N/A	2	134	132	428
P96653	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	K03719	KOFam_prokaryote_KEGG	1.4e-35	119.8		lrp	N/A	N/A	1	139	138	428
O31496	Hypothetical							N/A	N/A				
C0H3W2	Hypothetical							N/A	N/A				
P96696	Hypothetical							N/A	N/A				
P96697	Hypothetical							N/A	N/A				
P96699	Hypothetical							N/A	N/A				
O05497	Hypothetical							N/A	N/A				
P19405	Amicoumacin phosphatase	K23984	KOFam_prokaryote_KEGG	4.3e-170	562.9	3.1.3.107	amiO	N/A	N/A	11	454	443	428
O34592	Non-heme chloroperoxidase	K00433	KOFam_prokaryote_KEGG	3.8e-70	233.8	1.11.1.10	cpo	N/A	N/A	1	266	265	428
O34803	Hypothetical							N/A	N/A				
C0H3X3	Hypothetical							N/A	N/A				
Q45536	Spore coat protein JA	K06332	KOFam_prokaryote_KEGG	2.8e-34	113.8		cotJA	N/A	N/A	5	76	71	428
Q45537	Spore coat protein JB	K06333	KOFam_prokaryote_KEGG	3.9e-37	123.8		cotJB	N/A	N/A	1	86	85	428
Q45538	Spore coat protein JC	K06334	KOFam_prokaryote_KEGG	3.3e-105	346.7		cotJC	N/A	N/A	1	189	188	428
O31513	Hypothetical							N/A	N/A				
