From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Interacts with	DOI ID	Annotation	Keywords	Keyword ID	Pfam	CDD	InterPro	NCBIfam	Protein families	PANTHER	KEGG	MEROPS	CAZy	Gene Ontology (biological process)	Gene Ontology (GO)	GeneID
BSU17030	P14016	reviewed	COTE_BACSU	Spore coat protein E	cotE BSU17030	Bacillus subtilis (strain 168)	181	P14016; P37963	10.1101/gad.2.8.1047; 10.1038/36786; 10.1016/0022-2836(90)90227-d; 10.1099/13500872-142-8-2021; 10.1101/gad.8.2.234; 10.1128/jb.181.22.7043-7051.1999; 10.1046/j.1365-2958.2001.02708.x	3.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF10628;		IPR018901;		CotE family		bsu:BSU17030;			sporulation resulting in formation of a cellular spore [GO:0030435]	identical protein binding [GO:0042802]; sporulation resulting in formation of a cellular spore [GO:0030435]	76986818;939508;
BSU14250	O31700	reviewed	CSE15_BACSU	Sporulation protein cse15	cse15 yknT BSU14250	Bacillus subtilis (strain 168)	321		10.1128/jb.179.2.389-398.1997; 10.1038/36786	2.0	Coiled coil;Reference proteome;Sporulation	KW-0175; KW-1185; KW-0749							bsu:BSU14250;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	938787;
BSU09770	O07545	reviewed	YHED_BACSU	Endospore coat-associated protein YheD	yheD BSU09770	Bacillus subtilis (strain 168)	453		10.1099/00221287-144-4-859; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1128/jb.186.14.4441-4448.2004	3.0	Membrane;Reference proteome;Sporulation	KW-0472; KW-1185; KW-0749	PF14398;		IPR026838;		YheC/YheD family		bsu:BSU09770;			sporulation resulting in formation of a cellular spore [GO:0030435]	endospore-forming forespore [GO:0042601]; membrane [GO:0016020]; sporulation resulting in formation of a cellular spore [GO:0030435]	936276;
BSU10610	O07572	reviewed	YHJR_BACSU	Uncharacterized protein YhjR	yhjR BSU10610	Bacillus subtilis (strain 168)	145		10.1099/00221287-144-4-859; 10.1038/36786	1.0	Reference proteome	KW-1185	PF02915;	cd00657;	IPR009078;IPR003251;				bsu:BSU10610;				metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	939352;
BSU10900	O06734	reviewed	YISY_BACSU	AB hydrolase superfamily protein YisY (EC 3.-.-.-)	yisY BSU10900	Bacillus subtilis (strain 168)	268		10.1099/00221287-143-10-3305; 10.1038/36786	2.0	Hydrolase;Reference proteome	KW-0378; KW-1185	PF00561;		IPR000073;IPR029058;IPR050266;IPR000639;		AB hydrolase superfamily	PTHR43798:SF31;PTHR43798;	bsu:BSU10900;				membrane [GO:0016020]; hydrolase activity [GO:0016787]	939790;
BSU32270	O32123	reviewed	YUTH_BACSU	Endospore coat-associated protein YutH	yutH BSU32270	Bacillus subtilis (strain 168)	339		10.1038/36786; 10.1128/jb.186.14.4441-4448.2004	2.0	Membrane;Reference proteome;Sporulation	KW-0472; KW-1185; KW-0749			IPR047175;IPR011009;IPR014254;	TIGR02905;	CotS family	PTHR39179:SF2;PTHR39179;	bsu:BSU32270;			sporulation resulting in formation of a cellular spore [GO:0030435]	endospore-forming forespore [GO:0042601]; membrane [GO:0016020]; sporulation resulting in formation of a cellular spore [GO:0030435]	936635;
BSU11740	Q08312	reviewed	COTZ_BACSU	Spore coat protein Z	cotZ BSU11740	Bacillus subtilis (strain 168)	148	Q08311	10.1128/jb.175.12.3757-3766.1993; 10.1038/36786	2.0	Disulfide bond;Reference proteome;Sporulation	KW-1015; KW-1185; KW-0749	PF10612;		IPR019593;				bsu:BSU11740;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	936418;
BSU28100	P37964	reviewed	YSXE_BACSU	Uncharacterized protein YsxE (ORF2)	ysxE BSU28100	Bacillus subtilis (strain 168)	341		10.1128/jb.175.6.1705-1716.1993; 10.1038/36786	1.0	Reference proteome	KW-1185			IPR047175;IPR011009;IPR014253;	TIGR02904;		PTHR39179:SF3;PTHR39179;	bsu:BSU28100;				endospore-forming forespore [GO:0042601]	937496;
BSU40630	P37495	reviewed	YYBI_BACSU	Uncharacterized protein YybI	yybI BSU40630	Bacillus subtilis (strain 168)	262		10.1093/dnares/1.1.1; 10.1038/36786	1.0	Reference proteome	KW-1185			IPR028994;				bsu:BSU40630;					937811;
BSU12090	P11863	reviewed	COTT_BACSU	Spore coat protein T	cotT BSU12090	Bacillus subtilis (strain 168)	82		10.1111/j.1365-2958.1989.tb00189.x; 10.1038/36786; 10.1128/jb.173.20.6618-6625.1991; 10.1128/jb.182.7.1883-1888.2000	2.0	Direct protein sequencing;Reference proteome;Sporulation	KW-0903; KW-1185; KW-0749							bsu:BSU12090;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	939403;
BSU28320	P94563	reviewed	YSND_BACSU	Uncharacterized protein YsnD	ysnD BSU28320	Bacillus subtilis (strain 168)	111		10.1099/13500872-142-11-3067; 10.1038/36786	1.0	Reference proteome	KW-1185							bsu:BSU28320;					937466;
BSU36070	P39801	reviewed	COTG_BACSU	Spore coat protein G	cotG BSU36070	Bacillus subtilis (strain 168)	195		10.1128/jb.177.2.372-377.1995; 10.1099/00221287-143-10-3313; 10.1038/36786	2.0	Direct protein sequencing;Reference proteome;Repeat;Sporulation	KW-0903; KW-1185; KW-0677; KW-0749							bsu:BSU36070;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	936865;
BSU30900	P46914	reviewed	COTS_BACSU	Spore coat protein S (Coat protein 40 kDa component 2) (COT40-2)	cotS BSU30900	Bacillus subtilis (strain 168)	351		10.1099/13500872-141-6-1433; 10.1099/00221287-143-11-3431; 10.1038/36786; 10.1111/j.1348-0421.1993.tb01709.x; 10.1128/jb.185.4.1443-1454.2003	2.0	Direct protein sequencing;Reference proteome;Sporulation	KW-0903; KW-1185; KW-0749			IPR047175;IPR011009;IPR014255;	TIGR02906;	CotS family	PTHR39179;PTHR39179:SF1;	bsu:BSU30900;			sporulation resulting in formation of a cellular spore [GO:0030435]	endospore-forming forespore [GO:0042601]; sporulation resulting in formation of a cellular spore [GO:0030435]	936628;
BSU36050	P07789	reviewed	COTB_BACSU	Spore coat protein B	cotB BSU36050	Bacillus subtilis (strain 168)	380		10.1099/00221287-143-10-3313; 10.1038/36786; 10.1016/0022-2836(87)90506-7	1.0	Reference proteome;Sporulation	KW-1185; KW-0749							bsu:BSU36050;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	936870;
BSU05550	P96698	reviewed	COTP_BACSU	Spore coat protein P	cotP ydfT BSU05550	Bacillus subtilis (strain 168)	143		10.1038/36786; 10.1111/j.1574-6968.2001.tb09453.x	2.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF00011;	cd06464;	IPR002068;IPR008978;		Small heat shock protein (HSP20) family		bsu:BSU05550;			protein complex oligomerization [GO:0051259]; protein folding [GO:0006457]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to salt stress [GO:0009651]; sporulation resulting in formation of a cellular spore [GO:0030435]	unfolded protein binding [GO:0051082]; protein complex oligomerization [GO:0051259]; protein folding [GO:0006457]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to salt stress [GO:0009651]; sporulation resulting in formation of a cellular spore [GO:0030435]	938073;
BSU34520	O06997	reviewed	YVDP_BACSU	Uncharacterized FAD-linked oxidoreductase YvdP (EC 1.21.-.-) (Spore coat protein YvdP)	yvdP BSU34520	Bacillus subtilis (strain 168)	447		10.1038/36786; 10.1128/jb.185.4.1443-1454.2003	2.0	FAD;Flavoprotein;Oxidoreductase;Reference proteome;Sporulation	KW-0274; KW-0285; KW-0560; KW-1185; KW-0749	PF08031;PF01565;		IPR012951;IPR016166;IPR036318;IPR016167;IPR016169;IPR050416;IPR006094;		Oxygen-dependent FAD-linked oxidoreductase family	PTHR42973;PTHR42973:SF39;	bsu:BSU34520;			sporulation resulting in formation of a cellular spore [GO:0030435]	FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]; sporulation resulting in formation of a cellular spore [GO:0030435]	936442;
BSU06300	P07788	reviewed	COTA_BACSU	Laccase (EC 1.10.3.2) (Bilirubin oxidase) (EC 1.3.3.5) (Spore coat protein A)	cotA pig BSU06300	Bacillus subtilis (strain 168)	513		10.1099/13500872-142-11-3027; 10.1093/dnares/4.5.335; 10.1038/36786; 10.1016/0022-2836(87)90506-7; 10.1016/0022-2836(88)90536-0; 10.1128/jb.183.18.5426-5430.2001; 10.1074/jbc.m200827200; 10.1107/s0907444902011575; 10.1128/aem.72.1.972-975.2006; 10.1039/c2dt12067d; 10.1007/s12033-018-0103-6; 10.1016/j.bbrc.2021.01.094; 10.1074/jbc.m301251200; 10.1074/jbc.m314000200; 10.1039/b504806k; 10.1042/bj20080166; 10.1186/1472-6807-10-28; 10.1039/b922734b; 10.1107/s0907444911054503; 10.1107/s2053230x1600426x; 10.1002/cbic.201800236	5.0	3D-structure;Copper;Metal-binding;Oxidoreductase;Reference proteome;Repeat;Sporulation	KW-0002; KW-0186; KW-0479; KW-0560; KW-1185; KW-0677; KW-0749	PF00394;PF07731;PF07732;	cd13844;cd13868;cd13891;	IPR011707;IPR001117;IPR011706;IPR045087;IPR008972;		Multicopper oxidase family	PTHR48267:SF1;PTHR48267;	bsu:BSU06300;			sporulation resulting in formation of a cellular spore [GO:0030435]	outer membrane-bounded periplasmic space [GO:0030288]; copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]; sporulation resulting in formation of a cellular spore [GO:0030435]	936023;
BSU11770	Q08310	reviewed	COTW_BACSU	Spore coat protein W	cotW BSU11770	Bacillus subtilis (strain 168)	105	Q08309	10.1128/jb.175.12.3757-3766.1993; 10.1038/36786	1.0	Reference proteome;Sporulation	KW-1185; KW-0749							bsu:BSU11770;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	939374;
BSU18670	O34767	reviewed	OXDD_BACSU	Oxalate decarboxylase OxdD (EC 4.1.1.2)	oxdD yoaN BSU18670	Bacillus subtilis (strain 168)	392		10.1038/36786; 10.1074/jbc.m107202200	3.0	Cytoplasm;Decarboxylase;Lyase;Manganese;Metal-binding;Reference proteome	KW-0963; KW-0210; KW-0456; KW-0464; KW-0479; KW-1185	PF00190;	cd20305;cd20304;	IPR017774;IPR006045;IPR051610;IPR014710;IPR011051;	TIGR03404;		PTHR35848;PTHR35848:SF9;	bsu:BSU18670;			oxalate metabolic process [GO:0033609]	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; oxalate decarboxylase activity [GO:0046564]; oxalate metabolic process [GO:0033609]	940006;
BSU06850	O31510	reviewed	YEEK_BACSU	Spore coat protein YeeK	yeeK BSU06850	Bacillus subtilis (strain 168)	145		10.1038/36786; 10.1128/jb.182.7.1883-1888.2000; 10.1128/jb.01269-08	3.0	Direct protein sequencing;Reference proteome;Repeat;Sporulation	KW-0903; KW-1185; KW-0677; KW-0749							bsu:BSU06850;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	936073;
BSU11320	O34891	reviewed	YJZB_BACSU	Uncharacterized protein YjzB	yjzB BSU11320	Bacillus subtilis (strain 168)	79		10.1128/jb.179.20.6244-6253.1997; 10.1038/36786	1.0	Reference proteome	KW-1185							bsu:BSU11320;					939366;
BSU14970	O34880	reviewed	YLBD_BACSU	Uncharacterized protein YlbD	ylbD BSU14970	Bacillus subtilis (strain 168)	132		10.1038/36786	1.0	Reference proteome	KW-1185	PF14071;		IPR025953;				bsu:BSU14970;					936929;
BSU17310	O31793	reviewed	YMAG_BACSU	Uncharacterized protein YmaG	ymaG BSU17310	Bacillus subtilis (strain 168)	91		10.1038/36786	1.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133							bsu:BSU17310;				plasma membrane [GO:0005886]	940062;
BSU22250	P50835	reviewed	YPPG_BACSU	Uncharacterized protein YppG	yppG BSU22250	Bacillus subtilis (strain 168)	125		10.1099/13500872-142-8-2005; 10.1038/36786	1.0	Reference proteome	KW-1185	PF14179;		IPR025555;				bsu:BSU22250;					939049;
BSU30890	P46916	reviewed	YTXO_BACSU	Uncharacterized protein YtxO (ORFY)	ytxO ytbB BSU30890	Bacillus subtilis (strain 168)	143		10.1099/00221287-143-11-3431; 10.1038/36786; 10.1099/13500872-141-6-1433	1.0	Reference proteome	KW-1185							bsu:BSU30890;					936317;
BSU39580	P54944	reviewed	YXEE_BACSU	Uncharacterized protein YxeE	yxeE BSU39580 HS74ER	Bacillus subtilis (strain 168)	121		10.1093/dnares/2.6.295; 10.1038/36786; 10.1128/jb.182.7.1883-1888.2000	1.0	Direct protein sequencing;Reference proteome	KW-0903; KW-1185							bsu:BSU39580;					936477;
BSU22200	P07791	reviewed	COTD_BACSU	Spore coat protein D	cotD BSU22200	Bacillus subtilis (strain 168)	75		10.1016/0022-2836(87)90506-7; 10.1099/13500872-142-8-2005; 10.1038/36786; 10.1016/0022-2836(90)90227-d	1.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF11122;		IPR020108;				bsu:BSU22200;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	939051;
BSU17670	O31802	reviewed	YNZH_BACSU	Uncharacterized protein YnzH	ynzH BSU17670	Bacillus subtilis (strain 168)	86	P07790	10.1038/36786	1.0	Reference proteome	KW-1185							bsu:BSU17670;					939580;
BSU19780	P42089	reviewed	CGEA_BACSU	Protein CgeA	cgeA cgeAA BSU19780	Bacillus subtilis (strain 168)	133		10.1128/jb.177.21.6263-6275.1995; 10.1093/dnares/5.3.195; 10.1038/36786	2.0	Reference proteome	KW-1185							bsu:BSU19780;					940066;
BSU19750	P42093	reviewed	CGEE_BACSU	Uncharacterized N-acetyltransferase CgeE (EC 2.3.1.-)	cgeE cgeBC BSU19750	Bacillus subtilis (strain 168)	259		10.1093/dnares/5.3.195; 10.1038/36786; 10.1128/jb.177.21.6263-6275.1995	2.0	Acyltransferase;Reference proteome;Transferase	KW-0012; KW-1185; KW-0808	PF00583;	cd04301;	IPR016181;IPR000182;IPR039143;			PTHR13355;	bsu:BSU19750;				acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]	940064;
BSU19770	P42091	reviewed	CGEC_BACSU	Protein CgeC	cgeC cgeBA BSU19770	Bacillus subtilis (strain 168)	101		10.1128/jb.177.21.6263-6275.1995; 10.1093/dnares/5.3.195; 10.1038/36786	2.0	Reference proteome	KW-1185			IPR048203;	NF041485;			bsu:BSU19770;					940074;
BSU19760	P42092	reviewed	CGED_BACSU	Protein CgeD	cgeD cgeBB BSU19760	Bacillus subtilis (strain 168)	426		10.1128/jb.177.21.6263-6275.1995; 10.1093/dnares/5.3.195; 10.1038/36786	2.0	Reference proteome	KW-1185	PF00535;	cd00761;	IPR001173;IPR050834;IPR029044;			PTHR43685;PTHR43685:SF2;	bsu:BSU19760;		GT2;			940063;
BSU19790	P42090	reviewed	CGEB_BACSU	Protein CgeB	cgeB cgeAB BSU19790	Bacillus subtilis (strain 168)	317		10.1128/jb.177.21.6263-6275.1995; 10.1093/dnares/5.3.195; 10.1038/36786; 10.1099/mic.0.027839-0	2.0	Reference proteome	KW-1185	PF12996;PF13524;		IPR024542;IPR055259;				bsu:BSU19790;					940061;
BSU17700	P07790	reviewed	COTC_BACSU	Spore coat protein C	cotC BSU17700	Bacillus subtilis (strain 168)	66	O31802	10.1016/0022-2836(87)90506-7; 10.1038/36786; 10.1016/0022-2836(90)90227-d	1.0	Reference proteome;Sporulation	KW-1185; KW-0749							bsu:BSU17700;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	939543;
BSU40530	P23261	reviewed	COTF_BACSU	Spore coat protein F [Cleaved into: 5 kDa coat protein; 8 kDa coat protein]	cotF BSU40530	Bacillus subtilis (strain 168)	160		10.1128/jb.173.9.2915-2919.1991; 10.1093/dnares/1.1.1; 10.1038/36786; 10.1128/jb.182.7.1883-1888.2000	2.0	Direct protein sequencing;Reference proteome;Sporulation	KW-0903; KW-1185; KW-0749	PF07875;		IPR012347;IPR016493;IPR012851;		CotF family	PTHR39183;PTHR39183:SF1;	bsu:BSU40530;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	936671;
BSU36060	Q45535	reviewed	COTH_BACSU	Inner spore coat protein H	cotH ywrH BSU36060	Bacillus subtilis (strain 168)	362		10.1128/jb.178.15.4375-4380.1996; 10.1128/jb.178.21.6407-6407.1996; 10.1099/00221287-143-10-3313; 10.1038/36786; 10.1128/jb.177.2.372-377.1995; 10.1128/jb.181.8.2631-2633.1999; 10.1128/jb.186.4.1110-1119.2004; 10.1128/jb.186.4.1129-1135.2004; 10.1099/mic.0.27356-0; 10.1128/jb.01425-07	3.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF08757;		IPR014867;		CotH family	PTHR40050;PTHR40050:SF1;	bsu:BSU36060;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	936858;
BSU30920	O34656	reviewed	COTI_BACSU	Spore coat protein I	cotI ytaA BSU30920	Bacillus subtilis (strain 168)	357		10.1099/13500872-141-6-1433; 10.1099/00221287-143-11-3431; 10.1038/36786; 10.1128/jb.185.4.1443-1454.2003	2.0	3D-structure;Reference proteome;Sporulation	KW-0002; KW-1185; KW-0749	PF01636;		IPR002575;IPR047175;IPR011009;IPR014255;	TIGR02906;	CotS family	PTHR39179;PTHR39179:SF1;	bsu:BSU30920;			sporulation resulting in formation of a cellular spore [GO:0030435]	endospore-forming forespore [GO:0042601]; sporulation resulting in formation of a cellular spore [GO:0030435]	936682;
BSU06890	Q45536	reviewed	COTJA_BACSU	Protein CotJA	cotJA BSU06890	Bacillus subtilis (strain 168)	82		10.1128/jb.177.12.3394-3406.1995; 10.1038/36786	1.0	Reference proteome	KW-1185	PF11007;		IPR020256;				bsu:BSU06890;					86874854;938758;
BSU06900	Q45537	reviewed	COTJB_BACSU	Protein CotJB	cotJB BSU06900	Bacillus subtilis (strain 168)	87		10.1128/jb.177.12.3394-3406.1995; 10.1038/36786	2.0	Reference proteome	KW-1185	PF12652;		IPR024207;IPR016571;				bsu:BSU06900;					936071;
BSU06910	Q45538	reviewed	COTJC_BACSU	Protein CotJC	cotJC BSU06910	Bacillus subtilis (strain 168)	189		10.1128/jb.177.12.3394-3406.1995; 10.1038/36786	2.0	Reference proteome	KW-1185	PF05067;	cd01051;	IPR012347;IPR009078;IPR007760;IPR039377;		Manganese catalase family		bsu:BSU06910;					938762;
BSU34530	O06996	reviewed	COTR_BACSU	Putative sporulation hydrolase CotR (EC 3.1.1.-)	cotR yvdO BSU34530	Bacillus subtilis (strain 168)	320		10.1038/36786; 10.1046/j.1365-2958.2001.02708.x	2.0	Hydrolase;Lipid degradation;Lipid metabolism;Reference proteome;Sporulation	KW-0378; KW-0442; KW-0443; KW-1185; KW-0749	PF01734;	cd07213;	IPR016035;IPR002641;IPR047156;			PTHR24138;PTHR24138:SF10;	bsu:BSU34530;			lipid catabolic process [GO:0016042]; sporulation resulting in formation of a cellular spore [GO:0030435]	hydrolase activity [GO:0016787]; lipid catabolic process [GO:0016042]; sporulation resulting in formation of a cellular spore [GO:0030435]	936427;
BSU30910	P46915	reviewed	COTSA_BACSU	Spore coat protein SA (EC 2.4.-.-)	cotSA ytbA ytxN BSU30910	Bacillus subtilis (strain 168)	377		10.1099/13500872-141-6-1433; 10.1099/00221287-143-11-3431; 10.1038/36786; 10.1111/j.1574-6968.1999.tb13569.x	2.0	Glycosyltransferase;Reference proteome;Sporulation;Transferase	KW-0328; KW-1185; KW-0749; KW-0808	PF13439;PF00534;	cd03801;	IPR001296;IPR028098;		Glycosyltransferase group 1 family, Glycosyltransferase 4 subfamily	PTHR12526;PTHR12526:SF638;	bsu:BSU30910;		GT4;	sporulation resulting in formation of a cellular spore [GO:0030435]	glycosyltransferase activity [GO:0016757]; sporulation resulting in formation of a cellular spore [GO:0030435]	936379;
BSU11780	Q08309	reviewed	COTV_BACSU	Spore coat protein V	cotV BSU11780	Bacillus subtilis (strain 168)	128	Q08310	10.1128/jb.175.12.3757-3766.1993; 10.1038/36786	1.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF07552;		IPR011428;				bsu:BSU11780;			sporulation resulting in formation of a cellular spore [GO:0030435]	spore wall [GO:0031160]; sporulation resulting in formation of a cellular spore [GO:0030435]	939385;
BSU11760	Q08313	reviewed	COTX_BACSU	Spore coat protein X	cotX BSU11760	Bacillus subtilis (strain 168)	172		10.1128/jb.175.12.3757-3766.1993; 10.1038/36786	1.0	Direct protein sequencing;Reference proteome;Sporulation	KW-0903; KW-1185; KW-0749	PF07552;		IPR011428;				bsu:BSU11760;			sporulation resulting in formation of a cellular spore [GO:0030435]	spore wall [GO:0031160]; sporulation resulting in formation of a cellular spore [GO:0030435]	936417;
BSU11750	Q08311	reviewed	COTY_BACSU	Spore coat protein Y	cotY BSU11750	Bacillus subtilis (strain 168)	162	Q08312	10.1128/jb.175.12.3757-3766.1993; 10.1038/36786	2.0	Disulfide bond;Reference proteome;Sporulation	KW-1015; KW-1185; KW-0749	PF10612;		IPR019593;				bsu:BSU11750;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	76977665;939383;
BSU15090	O34549	reviewed	YLBO_BACSU	Uncharacterized protein YlbO	ylbO BSU15090	Bacillus subtilis (strain 168)	193		10.1038/36786	1.0	DNA-binding;Reference proteome	KW-0238; KW-1185	PF13921;		IPR014243;IPR009057;IPR017930;IPR001005;	TIGR02894;		PTHR41302:SF2;PTHR41302;	bsu:BSU15090;				DNA binding [GO:0003677]	935998;
BSU14040	O34816	reviewed	YKUD_BACSU	Putative L,D-transpeptidase YkuD (EC 2.-.-.-) (Spore protein YkuD)	ykuD BSU14040	Bacillus subtilis (strain 168)	164		10.1038/36786; 10.1093/oxfordjournals.jbchem.a022798; 10.1002/prot.20702	4.0	3D-structure;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Hydrolase;Peptidoglycan synthesis;Reference proteome;Sporulation;Transferase	KW-0002; KW-0133; KW-0961; KW-0328; KW-0378; KW-0573; KW-1185; KW-0749; KW-0808	PF01476;PF03734;	cd00118;cd16913;	IPR050979;IPR005490;IPR018392;IPR036779;IPR038063;		YkuD family	PTHR30582;PTHR30582:SF24;	bsu:BSU14040;	C82.003;	CBM50;	cell wall organization [GO:0071555]; peptidoglycan-protein cross-linking [GO:0018104]; regulation of cell shape [GO:0008360]; sporulation resulting in formation of a cellular spore [GO:0030435]	spore wall [GO:0031160]; glycosyltransferase activity [GO:0016757]; peptidoglycan L,D-transpeptidase activity [GO:0071972]; cell wall organization [GO:0071555]; peptidoglycan-protein cross-linking [GO:0018104]; regulation of cell shape [GO:0008360]; sporulation resulting in formation of a cellular spore [GO:0030435]	939216;
BSU27840	O32062	reviewed	SAFA_BACSU	SpoIVD-associated factor A (Morphogenetic protein SafA)	safA yrbA BSU27840	Bacillus subtilis (strain 168)	387		10.1111/j.1574-6968.1998.tb13913.x; 10.1038/36786; 10.1128/jb.181.16.4986-4994.1999; 10.1128/jb.182.7.1828-1833.2000	3.0	Direct protein sequencing;Reference proteome;Sporulation	KW-0903; KW-1185; KW-0749	PF01476;	cd00118;	IPR018392;IPR036779;IPR014248;	TIGR02899;			bsu:BSU27840;			sporulation resulting in formation of a cellular spore [GO:0030435]	endospore cortex [GO:0043595]; ATPase binding [GO:0051117]; lytic endotransglycosylase activity [GO:0008932]; sporulation resulting in formation of a cellular spore [GO:0030435]	937514;
BSU37900	P39622	reviewed	SPSB_BACSU	Spore coat polysaccharide biosynthesis protein SpsB	spsB BSU37900 ipa-64d	Bacillus subtilis (strain 168)	474		10.1111/j.1365-2958.1993.tb01963.x; 10.1038/36786; 10.1099/mic.0.027839-0	1.0	Reference proteome	KW-1185	PF04464;		IPR007554;IPR043148;				bsu:BSU37900;				membrane [GO:0016020]; CDP-glycerol glycerophosphotransferase activity [GO:0047355]	937239;
BSU00430	P37548	reviewed	YABG_BACSU	Sporulation-specific protease YabG (EC 3.4.-.-)	yabG BSU00430	Bacillus subtilis (strain 168)	290		10.1093/dnares/1.1.1; 10.1038/36786; 10.1111/j.1574-6968.2000.tb09355.x; 10.1128/jb.182.7.1883-1888.2000; 10.1093/jb/mvj096	3.0	Hydrolase;Membrane;Reference proteome;Sporulation	KW-0378; KW-0472; KW-1185; KW-0749	PF05582;		IPR008764;	TIGR02855;	Peptidase U57 family		bsu:BSU00430;	U57.001;		sporulation resulting in formation of a cellular spore [GO:0030435]	endospore coat [GO:0043593]; membrane [GO:0016020]; hydrolase activity [GO:0016787]; sporulation resulting in formation of a cellular spore [GO:0030435]	937005;
BSU08800	Q796Y5	reviewed	YGAK_BACSU	Uncharacterized FAD-linked oxidoreductase YgaK (EC 1.-.-.-)	ygaK BSU08800	Bacillus subtilis (strain 168)	451		10.1099/00221287-143-6-1855; 10.1038/36786; 10.1099/mic.0.027839-0	2.0	FAD;Flavoprotein;Oxidoreductase;Reference proteome	KW-0274; KW-0285; KW-0560; KW-1185	PF08031;PF01565;		IPR012951;IPR016166;IPR036318;IPR016167;IPR016169;IPR050416;IPR006094;		Oxygen-dependent FAD-linked oxidoreductase family	PTHR42973;PTHR42973:SF39;	bsu:BSU08800;				FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]	939245;
BSU05710	O05495	reviewed	YDHD_BACSU	Putative sporulation-specific glycosylase YdhD (EC 3.2.-.-)	ydhD BSU05710	Bacillus subtilis (strain 168)	420		10.1099/00221287-143-6-1861; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1093/oxfordjournals.jbchem.a022798; 10.1099/00221287-148-8-2383	3.0	3D-structure;Carbohydrate metabolism;Glycosidase;Hydrolase;Polysaccharide degradation;Reference proteome;Repeat;Sporulation	KW-0002; KW-0119; KW-0326; KW-0378; KW-0624; KW-1185; KW-0677; KW-0749	PF00704;PF01476;	cd02874;cd00118;	IPR041704;IPR011583;IPR029070;IPR051887;IPR001223;IPR017853;IPR018392;IPR036779;		Glycosyl hydrolase 18 family, Chitinase class II subfamily	PTHR46290;PTHR46290:SF1;	bsu:BSU05710;		CBM50;GH18;	oligosaccharide catabolic process [GO:0009313]; polysaccharide catabolic process [GO:0000272]; sporulation resulting in formation of a cellular spore [GO:0030435]	spore wall [GO:0031160]; chitin binding [GO:0008061]; hydrolase activity, acting on glycosyl bonds [GO:0016798]; oligosaccharide catabolic process [GO:0009313]; polysaccharide catabolic process [GO:0000272]; sporulation resulting in formation of a cellular spore [GO:0030435]	939885;
BSU08920	O31589	reviewed	YHBB_BACSU	Uncharacterized protein YhbB	yhbB ygaQ BSU08920	Bacillus subtilis (strain 168)	311		10.1038/36786	1.0	Reference proteome	KW-1185	PF12671;		IPR024301;			PTHR40032:SF1;PTHR40032;	bsu:BSU08920;					936223;
