Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Interacts with	DOI ID	Virus hosts	Annotation	Keywords	Keyword ID
P26777	reviewed	SP2AA_BACLI	Anti-sigma F factor antagonist (Stage II sporulation protein AA)	spoIIAA	Bacillus licheniformis	117		10.1099/00221287-135-4-767		2.0	Phosphoprotein;Sporulation	KW-0597; KW-0749
C0H450	reviewed	S5AEB_BACSU	Stage V sporulation protein AEB	spoVAEB BSU23402	Bacillus subtilis (strain 168)	116		10.1038/36786		1.0	Reference proteome;Sporulation	KW-1185; KW-0749
O32726	reviewed	SP2AA_GEOSE	Anti-sigma F factor antagonist (Stage II sporulation protein AA)	spoIIAA	Geobacillus stearothermophilus (Bacillus stearothermophilus)	116	O32727	10.1016/s0378-1119(97)00096-6		2.0	3D-structure;Phosphoprotein;Sporulation	KW-0002; KW-0597; KW-0749
P35147	reviewed	SP2AA_PRIMG	Anti-sigma F factor antagonist (Stage II sporulation protein AA)	spoIIAA	Priestia megaterium (Bacillus megaterium)	116		10.1016/0300-9084(92)90142-2		2.0	Phosphoprotein;Sporulation	KW-0597; KW-0749
P70877	reviewed	SP2AA_HEYCO	Anti-sigma F factor antagonist (Stage II sporulation protein AA)	spoIIAA	Heyndrickxia coagulans (Weizmannia coagulans)	116		10.1016/0378-1119(96)00306-x		2.0	Phosphoprotein;Sporulation	KW-0597; KW-0749
C0H3P8	reviewed	YTRH_BACSU	Sporulation membrane protein YtrH	ytrH spoVIGA BSU29239	Bacillus subtilis (strain 168)	113		10.1038/36786; 10.1016/s0022-2836(03)00205-5; 10.1128/jb.186.23.8089-8095.2004		3.0	Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-0472; KW-1185; KW-0749; KW-0812; KW-1133
Q7AKI9	reviewed	WHID_STRCO	Transcriptional regulator WhiD (Transcriptional regulator WhiB3)	whiD wblB whiB3 SCO4767	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	112		10.1099/00221287-146-2-333; 10.1046/j.1365-2958.2000.01977.x; 10.1038/417141a; 10.1128/jb.182.5.1286-1295.2000; 10.1074/jbc.m412622200; 10.1021/bi901498v; 10.1021/ja109581t		5.0	4Fe-4S;Cytoplasm;Disulfide bond;DNA-binding;Iron;Iron-sulfur;Metal-binding;Reference proteome;Sporulation;Transcription;Transcription regulation	KW-0004; KW-0963; KW-1015; KW-0238; KW-0408; KW-0411; KW-0479; KW-1185; KW-0749; KW-0804; KW-0805
P06533	reviewed	SINR_BACSU	HTH-type transcriptional regulator SinR	sinR flaD sin BSU24610	Bacillus subtilis (strain 168)	111		10.1128/jb.168.2.860-869.1986; 10.1099/13500872-142-11-3103; 10.1038/36786; 10.1128/jb.173.2.678-686.1991; 10.1128/jb.177.16.4619-4627.1995; 10.1023/b:bile.0000018259.66762.ed; 10.1111/j.1365-2958.2004.04440.x; 10.1128/jb.00427-06; 10.1128/jb.01464-08; 10.1006/jmbi.1998.2163		4.0	3D-structure;Activator;DNA-binding;Reference proteome;Repressor;Sporulation;Transcription;Transcription regulation	KW-0002; KW-0010; KW-0238; KW-1185; KW-0678; KW-0749; KW-0804; KW-0805
Q08310	reviewed	COTW_BACSU	Spore coat protein W	cotW BSU11770	Bacillus subtilis (strain 168)	105	Q08309	10.1128/jb.175.12.3757-3766.1993; 10.1038/36786		1.0	Reference proteome;Sporulation	KW-1185; KW-0749
Q7AKG8	reviewed	RSRA_STRCO	Anti-sigma factor RsrA (Regulator of SigR) (Sigma-R anti-sigma factor RsrA)	rsrA SCO5217	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	105		10.1093/emboj/18.15.4292; 10.1038/417141a; 10.1046/j.1365-2958.2001.02298.x; 10.1016/s0022-2836(02)00948-8; 10.1016/j.jmb.2003.08.038; 10.1021/bi060711v; 10.1111/j.1365-2958.2008.06191.x; 10.1093/nar/gkr477		5.0	3D-structure;Disulfide bond;Metal-binding;Redox-active center;Reference proteome;Sporulation;Transcription;Transcription regulation;Zinc	KW-0002; KW-1015; KW-0479; KW-0676; KW-1185; KW-0749; KW-0804; KW-0805; KW-0862
P37558	reviewed	YABP_BACSU	Spore protein YabP	yabP BSU00600	Bacillus subtilis (strain 168)	100		10.1093/dnares/1.1.1; 10.1038/36786; 10.1073/pnas.140209597; 10.1099/00221287-147-4-919; 10.1128/jb.186.14.4441-4448.2004		3.0	Membrane;Reference proteome;Sporulation	KW-0472; KW-1185; KW-0749
O06010	reviewed	YRAD_BACSU	Spore coat protein F-like protein YraD	yraD BSU26990	Bacillus subtilis (strain 168)	99		10.1099/00221287-143-4-1321; 10.1038/36786		1.0	Reference proteome;Sporulation	KW-1185; KW-0749
A8F916	reviewed	SP5G_BACP2	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG BPUM_0033	Bacillus pumilus (strain SAFR-032)	98		10.1371/journal.pone.0000928		2.0	Cell cycle;Cell division;Septation;Sporulation	KW-0131; KW-0132; KW-0717; KW-0749
Q5WAC9	reviewed	SP5G_SHOC1	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG ABC0077	Shouchella clausii (strain KSM-K16) (Alkalihalobacillus clausii)	98				2.0	Cell cycle;Cell division;Reference proteome;Septation;Sporulation	KW-0131; KW-0132; KW-1185; KW-0717; KW-0749
Q7WY63	reviewed	ANTE_BACSU	Protein AntE	antE BSU25220	Bacillus subtilis (strain 168)	98		10.1038/36786; 10.1128/jb.181.1.353-356.1999		2.0	Reference proteome;Sporulation	KW-1185; KW-0749
A7GJW0	reviewed	SP5G_BACCN	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG Bcer98_0043	Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98)	97		10.1016/j.cbi.2007.03.003		2.0	Cell cycle;Cell division;Septation;Sporulation	KW-0131; KW-0132; KW-0717; KW-0749
A7Z0H2	reviewed	SP5G_BACVZ	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG RBAM_000580	Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42) (Bacillus amyloliquefaciens subsp. plantarum)	97		10.1038/nbt1325		2.0	Cell cycle;Cell division;Septation;Sporulation	KW-0131; KW-0132; KW-0717; KW-0749
A9VN61	reviewed	SP5G_BACMK	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG BcerKBAB4_0043	Bacillus mycoides (strain KBAB4) (Bacillus weihenstephanensis)	97		10.1016/j.cbi.2007.03.003		2.0	Cell cycle;Cell division;Septation;Sporulation	KW-0131; KW-0132; KW-0717; KW-0749
B7HIL6	reviewed	SP5G_BACC4	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG BCB4264_A0053	Bacillus cereus (strain B4264)	97				2.0	Cell cycle;Cell division;Septation;Sporulation	KW-0131; KW-0132; KW-0717; KW-0749
B7HPV9	reviewed	SP5G_BACC7	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG BCAH187_A0057	Bacillus cereus (strain AH187)	97				2.0	Cell cycle;Cell division;Septation;Sporulation	KW-0131; KW-0132; KW-0717; KW-0749
B7ISV8	reviewed	SP5G_BACC2	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG BCG9842_B5263	Bacillus cereus (strain G9842)	97				2.0	Cell cycle;Cell division;Septation;Sporulation	KW-0131; KW-0132; KW-0717; KW-0749
B7JK55	reviewed	SP5G_BACC0	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG BCAH820_0054	Bacillus cereus (strain AH820)	97				2.0	Cell cycle;Cell division;Septation;Sporulation	KW-0131; KW-0132; KW-0717; KW-0749
C1ESX8	reviewed	SP5G_BACC3	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG BCA_0058	Bacillus cereus (strain 03BB102)	97				2.0	Cell cycle;Cell division;Septation;Sporulation	KW-0131; KW-0132; KW-0717; KW-0749
C3LJ21	reviewed	SP5G_BACAC	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG BAMEG_0058	Bacillus anthracis (strain CDC 684 / NRRL 3495)	97				2.0	Cell cycle;Cell division;Septation;Sporulation	KW-0131; KW-0132; KW-0717; KW-0749
C3P9J4	reviewed	SP5G_BACAA	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG BAA_0058	Bacillus anthracis (strain A0248)	97				2.0	Cell cycle;Cell division;Septation;Sporulation	KW-0131; KW-0132; KW-0717; KW-0749
P02961	reviewed	SASG_PRIMG	Small, acid-soluble spore protein gamma-type (SASP)	sasP-B	Priestia megaterium (Bacillus megaterium)	97		10.1128/jb.168.2.1023-1025.1986; 10.1016/s0021-9258(19)85749-6; 10.1016/s0021-9258(19)70484-0		3.0	Direct protein sequencing;Repeat;Sporulation	KW-0903; KW-0677; KW-0749
P28015	reviewed	SP5G_BACSU	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG BSU00490	Bacillus subtilis (strain 168)	97		10.1016/0167-4781(92)90536-9; 10.1093/dnares/1.1.1; 10.1038/36786; 10.1128/jb.178.15.4611-4619.1996; 10.1128/jb.181.11.3392-3401.1999		2.0	3D-structure;Cell cycle;Cell division;Direct protein sequencing;Reference proteome;Septation;Sporulation	KW-0002; KW-0131; KW-0132; KW-0903; KW-1185; KW-0717; KW-0749
Q63HI5	reviewed	SP5G_BACCZ	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG BCE33L0043	Bacillus cereus (strain ZK / E33L)	97		10.1128/jb.188.9.3382-3390.2006		2.0	Cell cycle;Cell division;Septation;Sporulation	KW-0131; KW-0132; KW-0717; KW-0749
Q65PH2	reviewed	SP5G_BACLD	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG BLi00062 BL00521	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	97		10.1159/000079829; 10.1186/gb-2004-5-10-r77		2.0	Cell cycle;Cell division;Reference proteome;Septation;Sporulation	KW-0131; KW-0132; KW-1185; KW-0717; KW-0749
Q6HPW9	reviewed	SP5G_BACHK	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG BT9727_0043	Bacillus thuringiensis subsp. konkukian (strain 97-27)	97		10.1128/jb.188.9.3382-3390.2006		2.0	Cell cycle;Cell division;Septation;Sporulation	KW-0131; KW-0132; KW-0717; KW-0749
Q73FG0	reviewed	SP5G_BACC1	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG BCE_0046	Bacillus cereus (strain ATCC 10987 / NRS 248)	97		10.1093/nar/gkh258		2.0	Cell cycle;Cell division;Septation;Sporulation	KW-0131; KW-0132; KW-0717; KW-0749
Q81J99	reviewed	SP5G_BACCR	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG BC_0053	Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711)	97		10.1038/nature01582		2.0	Cell cycle;Cell division;Reference proteome;Septation;Sporulation	KW-0131; KW-0132; KW-1185; KW-0717; KW-0749
Q81VZ2	reviewed	SP5G_BACAN	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG BA_0047 GBAA_0047 BAS0047	Bacillus anthracis	97		10.1038/nature01586; 10.1128/jb.01347-08		2.0	Cell cycle;Cell division;Reference proteome;Septation;Sporulation	KW-0131; KW-0132; KW-1185; KW-0717; KW-0749
Q9KGJ7	reviewed	SP5G_HALH5	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG BH0064	Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans)	97		10.1093/nar/28.21.4317		2.0	Cell cycle;Cell division;Reference proteome;Septation;Sporulation	KW-0131; KW-0132; KW-1185; KW-0717; KW-0749
P07786	reviewed	SASG_LACSH	Small, acid-soluble spore protein gamma-type (SASP)		Laceyella sacchari (Thermoactinomyces thalpophilus)	96		10.1128/jb.169.7.3088-3093.1987		2.0	Repeat;Sporulation	KW-0677; KW-0749
P08874	reviewed	ABRB_BACSU	Transition state regulatory protein AbrB	abrB cpsX BSU00370	Bacillus subtilis (strain 168)	96	P08874; O31697	10.1111/j.1365-2958.1988.tb00079.x; 10.1073/pnas.86.21.8457; 10.1093/dnares/1.1.1; 10.1038/36786; 10.1002/j.1460-2075.1989.tb03546.x; 10.1016/0014-5793(91)80038-5; 10.1111/j.1365-2958.2004.04023.x; 10.1016/j.redox.2021.101935		4.0	3D-structure;Activator;DNA-binding;Reference proteome;Repressor;Sporulation;Transcription;Transcription regulation	KW-0002; KW-0010; KW-0238; KW-1185; KW-0678; KW-0749; KW-0804; KW-0805
P28016	reviewed	SP5G_PRIMG	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG	Priestia megaterium (Bacillus megaterium)	96		10.1016/0167-4781(92)90536-9		2.0	Cell cycle;Cell division;Septation;Sporulation	KW-0131; KW-0132; KW-0717; KW-0749
P07787	reviewed	SASG_BACCE	Small, acid-soluble spore protein gamma-type (SASP)		Bacillus cereus	93		10.1128/jb.169.7.3088-3093.1987		2.0	Repeat;Sporulation	KW-0677; KW-0749
P15281	reviewed	SP3D_BACSU	Stage III sporulation protein D (14 kDa transcription factor)	spoIIID BSU36420	Bacillus subtilis (strain 168)	93		10.1101/gad.3.11.1735; 10.1111/j.1365-2958.1990.tb00622.x; 10.1099/00221287-143-10-3313; 10.1038/36786; 10.1126/science.2492118		2.0	3D-structure;Direct protein sequencing;DNA-binding;Reference proteome;Repressor;Sporulation;Transcription;Transcription regulation	KW-0002; KW-0903; KW-0238; KW-1185; KW-0678; KW-0749; KW-0804; KW-0805
C0H3X8	reviewed	YGZC_BACSU	Spore coat protein F-like protein YgzC	ygzC BSU08779	Bacillus subtilis (strain 168)	90		10.1038/36786		1.0	Reference proteome;Sporulation	KW-1185; KW-0749
P24282	reviewed	BOFA_BACSU	Sigma-K factor-processing regulatory protein BofA (Bypass-of-forespore protein A)	bofA BSU00230	Bacillus subtilis (strain 168)	87		10.1093/nar/18.23.6771; 10.1093/dnares/1.1.1; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1128/jb.174.10.3177-3184.1992; 10.1099/00221287-143-4-1053; 10.1128/jb.181.17.5384-5388.1999; 10.1101/gad.977702; 10.1073/pnas.0307709101		3.0	Membrane;Metal-binding;Reference proteome;Sporulation;Transmembrane;Transmembrane helix;Zinc	KW-0472; KW-0479; KW-1185; KW-0749; KW-0812; KW-1133; KW-0862
Q7AKN0	reviewed	WHIB_STRCO	Transcriptional regulator WhiB	whiB whiB2 SCO3034	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	87		10.1007/bf00266237; 10.1038/417141a; 10.1128/jb.174.19.6215-6220.1992; 10.1128/jb.00384-06		4.0	4Fe-4S;Cytoplasm;Disulfide bond;DNA-binding;Iron;Iron-sulfur;Metal-binding;Reference proteome;Sporulation;Transcription;Transcription regulation	KW-0004; KW-0963; KW-1015; KW-0238; KW-0408; KW-0411; KW-0479; KW-1185; KW-0749; KW-0804; KW-0805
P37466	reviewed	VEG_BACSU	Protein Veg	veg BSU00440	Bacillus subtilis (strain 168)	86		10.1093/dnares/1.1.1; 10.1038/36786; 10.1007/bf00729452; 10.1128/jb.147.2.443-451.1981; 10.1093/jb/mvg062; 10.1128/jb.02201-12		3.0	Cytoplasm;Reference proteome;Sporulation	KW-0963; KW-1185; KW-0749
P45693	reviewed	SP5S_BACSU	Stage V sporulation protein S	spoVS BSU16980	Bacillus subtilis (strain 168)	86		10.1128/jb.177.19.5628-5635.1995; 10.1038/36786		2.0	Cell cycle;Cell division;Reference proteome;Septation;Sporulation	KW-0131; KW-0132; KW-1185; KW-0717; KW-0749
P05043	reviewed	SP0E_BACSU	Aspartyl-phosphate phosphatase Spo0E (EC 3.1.3.-) (Stage 0 sporulation protein E) (Stage 0 sporulation regulatory protein Spo0E)	spo0E BSU13640	Bacillus subtilis (strain 168)	85		10.1111/j.1365-2958.1987.tb00536.x; 10.1038/36786; 10.1073/pnas.91.5.1756; 10.1006/bbrc.2000.3911; 10.1046/j.1365-2958.2002.02974.x; 10.1007/s00284-003-4186-2; 10.1074/jbc.m709032200; 10.1099/mic.0.024182-0		5.0	Direct protein sequencing;Hydrolase;Reference proteome;Sporulation;Transcription;Transcription regulation	KW-0903; KW-0378; KW-1185; KW-0749; KW-0804; KW-0805
Q04811	reviewed	YMXH_BACSU	Uncharacterized protein YmxH (ORFZ)	ymxH BSU16720	Bacillus subtilis (strain 168)	85		10.1016/s0021-9258(18)98372-9; 10.1038/36786		1.0	Reference proteome;Sporulation	KW-1185; KW-0749
O31625	reviewed	SPVIF_BACSU	Sporulation-specific transcription factor SpoVIF (Stage VI sporulation protein F)	spoVIF yjcC BSU11810	Bacillus subtilis (strain 168)	84		10.1038/36786; 10.1099/mic.0.26432-0; 10.1099/mic.0.26689-0		2.0	Cytoplasm;Reference proteome;Sporulation;Transcription;Transcription regulation	KW-0963; KW-1185; KW-0749; KW-0804; KW-0805
P07784	reviewed	SSPE_BACSU	Small, acid-soluble spore protein gamma-type (SASP)	sspE BSU08660	Bacillus subtilis (strain 168)	84		10.1128/jb.169.5.1985-1992.1987; 10.1099/00221287-143-6-1855; 10.1093/dnares/3.4.257; 10.1038/36786; 10.1099/13500872-145-8-2171		3.0	Reference proteome;Repeat;Sporulation	KW-1185; KW-0677; KW-0749
Q45060	reviewed	TLP_BACSU	Small, acid-soluble spore protein Tlp	tlp tlpA BSU18030	Bacillus subtilis (strain 168)	83		10.1099/13500872-142-11-3097; 10.1038/36786; 10.1128/jb.180.24.6704-6712.1998; 10.1016/s0378-1119(99)00124-9		2.0	Direct protein sequencing;Reference proteome;Sporulation	KW-0903; KW-1185; KW-0749
P07785	reviewed	SSPE_GEOSE	Small, acid-soluble spore protein gamma-type (SASP)	sspE	Geobacillus stearothermophilus (Bacillus stearothermophilus)	82		10.1128/jb.169.7.3088-3093.1987		2.0	Repeat;Sporulation	KW-0677; KW-0749
P11863	reviewed	COTT_BACSU	Spore coat protein T	cotT BSU12090	Bacillus subtilis (strain 168)	82		10.1111/j.1365-2958.1989.tb00189.x; 10.1038/36786; 10.1128/jb.173.20.6618-6625.1991; 10.1128/jb.182.7.1883-1888.2000		2.0	Direct protein sequencing;Reference proteome;Sporulation	KW-0903; KW-1185; KW-0749
P54379	reviewed	CSGA_BACSU	Sigma-G-dependent sporulation-specific SASP protein	csgA BSU02070	Bacillus subtilis (strain 168)	82		10.1016/s0378-1119(96)00603-8; 10.1038/36786		1.0	Reference proteome;Sporulation	KW-1185; KW-0749
P84585	reviewed	SASG_BACIU	Small, acid-soluble spore protein gamma-type (SASP-gamma)		Bacillus subtilis	82		10.1002/jms.668		3.0	Direct protein sequencing;Repeat;Sporulation	KW-0903; KW-0677; KW-0749
O07919	reviewed	YRAG_BACSU	Spore coat protein F-like protein YraG	yraG BSU26950	Bacillus subtilis (strain 168)	81		10.1099/00221287-143-4-1321; 10.1099/00221287-143-9-2939; 10.1038/36786		1.0	Reference proteome;Sporulation	KW-1185; KW-0749
O31725	reviewed	YLMC_BACSU	Probable sporulation protein YlmC	ylmC BSU15360	Bacillus subtilis (strain 168)	81		10.1038/36786; 10.1128/jb.02110-12		2.0	Reference proteome;Sporulation	KW-1185; KW-0749
A7Z571	reviewed	TLP_BACVZ	Small, acid-soluble spore protein Tlp	tlp RBAM_017840	Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42) (Bacillus amyloliquefaciens subsp. plantarum)	80		10.1038/nbt1325		2.0	Sporulation	KW-0749
A8FDR4	reviewed	TLP_BACP2	Small, acid-soluble spore protein Tlp	tlp BPUM_1703	Bacillus pumilus (strain SAFR-032)	80		10.1371/journal.pone.0000928		1.0	Sporulation	KW-0749
Q65J23	reviewed	TLP_BACLD	Small, acid-soluble spore protein Tlp	tlp BLi02051 BL02944	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	78		10.1159/000079829; 10.1186/gb-2004-5-10-r77		2.0	Reference proteome;Sporulation	KW-1185; KW-0749
C5D2I1	reviewed	TLP_GEOSW	Small, acid-soluble spore protein Tlp	tlp GWCH70_1887	Geobacillus sp. (strain WCH70)	77				1.0	Sporulation	KW-0749
O06720	reviewed	GERPB_BACSU	Probable spore germination protein GerPB	gerPB yisG BSU10710	Bacillus subtilis (strain 168)	77		10.1099/00221287-143-10-3305; 10.1038/36786; 10.1128/jb.182.7.1987-1994.2000		2.0	Germination;Reference proteome;Sporulation	KW-0309; KW-1185; KW-0749
P37553	reviewed	FIN_BACSU	Anti-sigma-F factor Fin (Suppressor of recU and recB SubA)	fin subA yabK BSU00540	Bacillus subtilis (strain 168)	76		10.1093/dnares/1.1.1; 10.1038/36786; 10.1007/s00438-001-0616-7; 10.1128/jb.186.17.5557-5566.2004; 10.1128/jb.00949-10		3.0	3D-structure;Cytoplasm;Metal-binding;Reference proteome;Sporulation;Transcription;Transcription regulation;Zinc	KW-0002; KW-0963; KW-0479; KW-1185; KW-0749; KW-0804; KW-0805; KW-0862
Q5WD36	reviewed	TLP_SHOC1	Small, acid-soluble spore protein Tlp	tlp ABC3190	Shouchella clausii (strain KSM-K16) (Alkalihalobacillus clausii)	76				2.0	Reference proteome;Sporulation	KW-1185; KW-0749
Q81QD4	reviewed	SP2SB_BACAN	Stage II sporulation protein SB (Antidote protein SpoIISB) (Antitoxin SpoIISB)	spoIISB BA_2492 GBAA_2492 BAS2315	Bacillus anthracis	76		10.1038/nature01586; 10.1128/jb.01347-08		2.0	Reference proteome;Sporulation;Toxin-antitoxin system	KW-1185; KW-0749; KW-1277
Q9KAK0	reviewed	TLP_HALH5	Small, acid-soluble spore protein Tlp	tlp BH2287	Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans)	76		10.1093/nar/28.21.4317		2.0	Reference proteome;Sporulation	KW-1185; KW-0749
A4IN75	reviewed	TLP_GEOTN	Small, acid-soluble spore protein Tlp	tlp GTNG_1409	Geobacillus thermodenitrificans (strain NG80-2)	75		10.1073/pnas.0609650104		2.0	Sporulation	KW-0749
P07791	reviewed	COTD_BACSU	Spore coat protein D	cotD BSU22200	Bacillus subtilis (strain 168)	75		10.1016/0022-2836(87)90506-7; 10.1099/13500872-142-8-2005; 10.1038/36786; 10.1016/0022-2836(90)90227-d		1.0	Reference proteome;Sporulation	KW-1185; KW-0749
Q5KZP0	reviewed	TLP_GEOKA	Small, acid-soluble spore protein Tlp	tlp GK1561	Geobacillus kaustophilus (strain HTA426)	75		10.1093/nar/gkh970		1.0	Reference proteome;Sporulation	KW-1185; KW-0749
Q8ETS4	reviewed	TLP_OCEIH	Small, acid-soluble spore protein Tlp	tlp OB0182	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)	74		10.1093/nar/gkf526		2.0	Reference proteome;Sporulation	KW-1185; KW-0749
O06721	reviewed	GERPA_BACSU	Probable spore germination protein GerPA	gerPA yisH BSU10720	Bacillus subtilis (strain 168)	73		10.1099/00221287-143-10-3305; 10.1038/36786; 10.1128/jb.182.7.1987-1994.2000		2.0	Germination;Reference proteome;Sporulation	KW-0309; KW-1185; KW-0749
P04835	reviewed	SAS5_PRIMG	Small, acid-soluble spore protein C5 (SASP)	SASP-C5	Priestia megaterium (Bacillus megaterium)	73		10.1128/jb.165.2.467-473.1986		2.0	DNA-binding;Sporulation	KW-0238; KW-0749
P10571	reviewed	SAS2_PRIMG	Small, acid-soluble spore protein C2 (SASP)	SASP-C2	Priestia megaterium (Bacillus megaterium)	73		10.1016/0378-1119(85)90167-2		2.0	DNA-binding;Sporulation	KW-0238; KW-0749
P62164	reviewed	GERPA_BACAN	Probable spore germination protein GerPA	gerPA BA_1149 GBAA_1149 BAS1068	Bacillus anthracis	73		10.1038/nature01586; 10.1128/jb.01347-08		2.0	Germination;Reference proteome;Sporulation	KW-0309; KW-1185; KW-0749
P62165	reviewed	GERPA_BACCE	Probable spore germination protein GerPA	gerPA	Bacillus cereus	73		10.1128/jb.182.7.1987-1994.2000		2.0	Germination;Sporulation	KW-0309; KW-0749
O06716	reviewed	GERPF_BACSU	Probable spore germination protein GerPF	gerPF yisC BSU10670	Bacillus subtilis (strain 168)	72		10.1099/00221287-143-10-3305; 10.1038/36786; 10.1128/jb.182.7.1987-1994.2000		2.0	Germination;Reference proteome;Sporulation	KW-0309; KW-1185; KW-0749
P02958	reviewed	SSPC_BACSU	Small, acid-soluble spore protein C (SASP)	sspC BSU19950	Bacillus subtilis (strain 168)	72		10.1128/jb.161.1.333-339.1985; 10.1093/dnares/5.2.121; 10.1038/36786		2.0	3D-structure;DNA-binding;Reference proteome;Sporulation	KW-0002; KW-0238; KW-1185; KW-0749
P02960	reviewed	SASC_PRIMG	Small, acid-soluble spore protein C (SASP)	sasP-C	Priestia megaterium (Bacillus megaterium)	72		10.1128/jb.158.3.809-813.1984; 10.1016/s0021-9258(19)85749-6; 10.1016/s0021-9258(18)43511-9		3.0	Direct protein sequencing;DNA-binding;Sporulation	KW-0903; KW-0238; KW-0749
Q00213	reviewed	SAS1_HALH3	Small, acid-soluble spore protein 1 (SASP)	Sh-1 HBHAL_2184	Halobacillus halophilus (strain ATCC 35676 / DSM 2266 / JCM 20832 / KCTC 3685 / LMG 17431 / NBRC 102448 / NCIMB 2269) (Sporosarcina halophila)	72		10.1016/0378-1097(90)90320-p; 10.1111/j.1462-2920.2012.02770.x		2.0	DNA-binding;Reference proteome;Sporulation	KW-0238; KW-1185; KW-0749
A7Z7F5	reviewed	SSPI_BACVZ	Small, acid-soluble spore protein I (SASP I)	sspI RBAM_025730	Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42) (Bacillus amyloliquefaciens subsp. plantarum)	71		10.1038/nbt1325		1.0	Sporulation	KW-0749
C5D630	reviewed	SSPI_GEOSW	Small, acid-soluble spore protein I (SASP I)	sspI GWCH70_2652	Geobacillus sp. (strain WCH70)	71				1.0	Sporulation	KW-0749
P06553	reviewed	SAS1_LACSH	Small, acid-soluble spore protein 1 (SASP)	sasP-1	Laceyella sacchari (Thermoactinomyces thalpophilus)	71		10.1128/jb.167.1.168-173.1986		2.0	DNA-binding;Sporulation	KW-0238; KW-0749
P62183	reviewed	GERPF_BACCE	Probable spore germination protein GerPF	gerPF	Bacillus cereus	71		10.1128/jb.182.7.1987-1994.2000		2.0	Germination;Sporulation	KW-0309; KW-0749
P62185	reviewed	GERPF_BACCR	Probable spore germination protein GerPF	gerPF BC_1140	Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711)	71		10.1038/nature01582		2.0	Germination;Reference proteome;Sporulation	KW-0309; KW-1185; KW-0749
P62186	reviewed	GERPF_BACAN	Probable spore germination protein GerPF	gerPF gerPF-1 BA_1144 GBAA_1144 BAS1063	Bacillus anthracis	71		10.1038/nature01586; 10.1128/jb.01347-08		2.0	Germination;Reference proteome;Sporulation	KW-0309; KW-1185; KW-0749
P84584	reviewed	SAS2_BACIU	Small, acid-soluble spore protein 2 (SASP-2)		Bacillus subtilis	71		10.1002/jms.668		3.0	Direct protein sequencing;DNA-binding;Sporulation	KW-0903; KW-0238; KW-0749
