	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_159	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	159	134146	134469	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_160	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	160	134453	134794	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_161	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	161	135255	135809	-1	D										HNH endonuclease [PF13392.12]; NUMOD4 motif [PF07463.16]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_162	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	162	135889	137037	-1	D										RNA polymerase Rpb1, domain 2 [PF00623.25]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_163	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	163	137263	138477	-1	D										Putative peptidoglycan binding domain [PF01471.23]; N-acetylmuramoyl-L-alanine amidase [PF01510.30]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_164	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	164	138484	139023	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_165	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	165	139023	139559	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_166	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	166	139574	143890	-1	D										Family of unknown function (DUF6273) [PF19789.5]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_167	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	167	143909	145708	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_168	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	168	145720	146307	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_169	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	169	146430	149261	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_170	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	170	149285	151618	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_171	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	171	151626	154178	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_172	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	172	154195	155127	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_173	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	173	155189	155566	-1	D										Domain of unknown function (DUF7352) [PF24043.1]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_174	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	174	155639	155824	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_175	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	175	155916	156317	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_176	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	176	156322	156723	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_177	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	177	156752	157147	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_178	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	178	157160	157834	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_179	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	179	157856	158605	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_180	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	180	158639	158971	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_181	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	181	158984	159544	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_182	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	182	159544	159738	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_183	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	183	159755	160462	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_184	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	184	160659	160862	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_185	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	185	160969	162081	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_186	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	186	162081	162560	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_187	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	187	162562	163110	1	D										YspA SLOG family [PF06908.16]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_188	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	188	163091	163783	1	D										Domain of unknown function (DUF7168) [PF23771.1]; Protein of unknown function (DUF2786) [PF10979.13]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_189	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	189	163776	164045	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_190	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	190	164143	165828	1	D										Divergent DnaB-like ATPase [PF20307.4]; DnaB-like helicase C terminal domain [PF03796.21]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_191	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	191	165839	166081	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_192	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	192	166059	166550	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_193	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	193	166596	169142	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_194	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	194	169154	169726	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_195	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	195	169742	171697	-1	D										Collagen triple helix repeat (20 copies) [PF01391.23]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_196	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	196	171802	172437	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_197	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	197	172450	172614	1	D										Transposase [PF01710.22]; HTH domain [PF08279.18]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_198	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	198	172611	173060	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_199	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	199	173087	174304	1	D										AAA domain [PF13604.12]; PIF1-like helicase [PF05970.20]; AAA domain [PF13245.12]; UvrD-like helicase C-terminal domain [PF13538.12]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_200	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	200	174352	175086	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_201	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	201	175089	175412	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_202	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	202	175503	175721	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_203	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	203	175759	176403	-1	C	K01449	cell wall hydrolase								Cell Wall Hydrolase [PF07486.17]; LysM domain [PF01476.26]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_204	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	204	176493	176663	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_205	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	205	176702	177424	1	D										Anti-Pycsar protein Apyc1 [PF23023.1]; Beta-lactamase superfamily domain [PF12706.13]; Beta-lactamase superfamily domain [PF13483.12]; Metallo-beta-lactamase superfamily [PF00753.33]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_206	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	206	177437	177700	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_207	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	207	177923	180226	1	D										DNA gyrase B [PF00204.31]; DNA gyrase B subunit, carboxyl terminus [PF00986.26]; Toprim domain [PF01751.28]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.31]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF13589.12]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_208	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	208	180287	181084	1	D										Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [PF01832.25]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_209	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	209	181098	181460	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_210	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	210	181478	182272	1	D										Transposase [PF01710.22]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_211	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	211	182329	183546	1	D										AAA domain (dynein-related subfamily) [PF07728.20]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_212	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	212	183572	184987	1	D										VWA-like domain (DUF2201) [PF09967.15]; Putative metallopeptidase domain [PF13203.12]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_213	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	213	184980	185075	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_214	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	214	185087	185785	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_215	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	215	186012	186146	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_216	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	216	186159	187322	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_217	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	217	187366	187812	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_218	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	218	187918	188088	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_219	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	219	188105	189337	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_220	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	220	189349	190584	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_221	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	221	190599	191744	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_222	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	222	191786	192304	1	D										Phage ProQ C-terminal-like domain [PF24203.1]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_223	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	223	192322	192732	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_224	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	224	192793	193308	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_225	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	225	193376	193468	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_226	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	226	193539	194444	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_227	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	227	194441	195343	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_228	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	228	195330	195776	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_229	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	229	195924	196142	1	D										DNA gyrase/topoisomerase IV, subunit A [PF00521.25]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_230	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	230	196954	199056	1	D										DNA gyrase/topoisomerase IV, subunit A [PF00521.25]; DNA gyrase C-terminal domain, beta-propeller [PF03989.18]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_231	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	231	199256	199717	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_232	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	232	199787	199978	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_233	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	233	200040	200228	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_234	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	234	200255	200626	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_235	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	235	200653	201027	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_236	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	236	201069	202334	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_237	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	237	202431	203594	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_238	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	238	203680	204021	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_239	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	239	204034	204735	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_240	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	240	204752	205444	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_241	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	241	205462	206148	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_242	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	242	206175	207266	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_243	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	243	207291	209870	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_244	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	244	209888	210163	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_245	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	245	210185	210784	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_246	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	246	210799	211068	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_247	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	247	211133	212143	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_248	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	248	212240	212413	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_249	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	249	212447	213079	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_250	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	250	213092	213442	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_251	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	251	213474	214166	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_252	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	252	214167	214376	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_253	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	253	214396	215022	1	D			MER0127162	M86	MER0127162 - PghP gamma-polyglutamate hydrolase (bacteriophage) () [M86.001]#M86#{peptidase unit: 2-208}~source BAC65290~	False	0.503	186.0	3.2799999999999997e-52	Poly-gamma-glutamate hydrolase [PF05908.16]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_254	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	254	215069	217318	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_255	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	255	217468	218217	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_256	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	256	218248	219039	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_257	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	257	219285	219500	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_258	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	258	219490	219690	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_259	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	259	219699	220259	-1	D										NUDIX domain [PF00293.34]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_260	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	260	220566	221894	1	C	K07175	PhoH-like ATPase								PhoH-like protein [PF02562.22]; PIN domain [PF13638.12]; AAA domain [PF13245.12]; AAA domain [PF13604.12]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_261	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	261	222012	222446	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_262	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	262	222494	222916	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_263	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	263	223003	224274	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_264	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	264	224391	225344	1	D										Protein of unknown function (DUF2726) [PF10881.14]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_265	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	265	225842	226843	1	D										Protein of unknown function (DUF559) [PF04480.18]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_266	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	266	227003	227236	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_267	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	267	227241	228245	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_268	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	268	228360	229310	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_269	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	269	229333	229734	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_270	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	270	229967	231613	1	D										ATPase family associated with various cellular activities (AAA) [PF00004.35]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_271	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	271	231628	231960	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_272	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	272	232029	232487	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_273	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	273	232489	232746	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_274	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	274	232855	234120	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_275	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	275	234301	234693	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_276	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	276	234712	234858	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_277	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	277	234860	235312	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_278	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	278	235342	237339	1	D										RNA polymerase Rpb2, domain 6 [PF00562.33]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_279	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	279	237339	237524	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_280	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	280	237661	238068	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_281	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	281	238151	238678	1	D										Macro domain [PF01661.27]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_282	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	282	238665	238829	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_283	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	283	238832	239068	1	D										Transcriptional Coactivator p15 (PC4) [PF02229.22]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_284	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	284	239114	239395	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_285	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	285	239460	241505	1	C	K01972	DNA ligase (NAD+) [EC:6.5.1.2]								NAD-dependent DNA ligase adenylation domain [PF01653.23]; NAD-dependent DNA ligase OB-fold domain [PF03120.22]; BRCA1 C Terminus (BRCT) domain [PF00533.32]					0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_286	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	286	241552	242358	-1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_287	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	287	242458	242661	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_288	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	288	242677	242823	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_289	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	289	242897	243433	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_290	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	290	243487	244290	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_291	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	291	244406	244651	1	E															0
lab_phage_genomes_NC_043027.1_Bacillus_virus_PBS1_complete_genome_292	lab_phage_genomes	NC_043027.1_Bacillus_virus_PBS1_complete_genome	292	244705	245001	-1	D										Bacterial DNA-binding protein [PF00216.26]					0
