gene	scaffold	scaffold.noperiod	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048646.1_127	NC_048646.1	NC_048646	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048646.1_155	NC_048646.1	NC_048646							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048646.1_249	NC_048646.1	NC_048646							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048646.1_250	NC_048646.1	NC_048646							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048646.1_256	NC_048646.1	NC_048646							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048647.1_81	NC_048647.1	NC_048647							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048647.1_132	NC_048647.1	NC_048647							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048650.1_45	NC_048650.1	NC_048650	K06416	spoVS;stage V sporulation protein S	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048650.1_103	NC_048650.1	NC_048650	K07074	ycgL;hypothetical protein	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048650.1_153	NC_048650.1	NC_048650							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048652.1_37	NC_048652.1	NC_048652							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048652.1_171	NC_048652.1	NC_048652	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048656.1_72	NC_048656.1	NC_048656							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048656.1_125	NC_048656.1	NC_048656							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048660.1_7	NC_048660.1	NC_048660	K03086	sigA;RNA polymerase sigma factor RpoD	MISC	Transcription	Sigma factors	RNA synthesis and degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048660.1_87	NC_048660.1	NC_048660							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048660.1_99	NC_048660.1	NC_048660							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048661.1_15	NC_048661.1	NC_048661	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048661.1_15	NC_048661.1	NC_048661	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048664.1_133	NC_048664.1	NC_048664	K21636	ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	MKEF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048665.1_25	NC_048665.1	NC_048665	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048665.1_25	NC_048665.1	NC_048665	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048668.1_54	NC_048668.1	NC_048668	K00943	dTMP kinase [EC:2.7.4.9] [RN:R02094]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048668.1_136	NC_048668.1	NC_048668	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048668.1_198	NC_048668.1	NC_048668							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048671.1_27	NC_048671.1	NC_048671							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048672.1_28	NC_048672.1	NC_048672							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048682.1_95	NC_048682.1	NC_048682							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048682.1_102	NC_048682.1	NC_048682							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048682.1_153	NC_048682.1	NC_048682							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048688.1_54	NC_048688.1	NC_048688	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	MTF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048690.1_53	NC_048690.1	NC_048690	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	MF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048691.1_48	NC_048691.1	NC_048691	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	MF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048694.1_99	NC_048694.1	NC_048694							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048695.1_84	NC_048695.1	NC_048695							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048698.1_34	NC_048698.1	NC_048698	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048698.1_34	NC_048698.1	NC_048698	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048701.1_60	NC_048701.1	NC_048701	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	FM
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048701.1_60	NC_048701.1	NC_048701	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	FM
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048702.1_28	NC_048702.1	NC_048702							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048702.1_88	NC_048702.1	NC_048702							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048705.1_68	NC_048705.1	NC_048705	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048709.1_50	NC_048709.1	NC_048709							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048709.1_187	NC_048709.1	NC_048709							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048710.1_30	NC_048710.1	NC_048710	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048712.1_15	NC_048712.1	NC_048712	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048712.1_15	NC_048712.1	NC_048712	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048714.1_25	NC_048714.1	NC_048714	CBM13	"CBM13 Modules of approx. 150 residues which always appear as a threefold internal repeat. The only apparent exception to this, xylanase II of Actinomadura sp. FC7 (GenBank U08894), is in fact not completely sequenced. These modules were first identified in several plant lectins such as ricin or agglutinin of Ricinus communis which bind galactose residues. The three-dimensional structure of a plant lectin has been determined and displays a pseudo-threefold symmetry in accord with the observed sequence threefold repeat. These modules have since been found in a number of other proteins of various functions including glycoside hydrolases and glycosyltransferases. While in the plant lectins this module binds mannose, binding to xylan has been demonstrated in the Streptomyces lividans xylanase A and arabinofuranosidase B. Binding to GalNAc has been shown for the corresponding module of GalNAc transferase 4. For the other proteins, the binding specificity of these modules has not been established. The pseudo three-fold symmetry of the CBM13 module has now been confirmed in the 3-D structure of the intact, two-domain, xylanase of Streptomyces olivaceoviridis."	carbon utilization	CAZY		Carbohydrate-Binding Modules	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048719.1_13	NC_048719.1	NC_048719							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048719.1_14	NC_048719.1	NC_048719							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048719.1_68	NC_048719.1	NC_048719							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048720.1_16	NC_048720.1	NC_048720							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048720.1_17	NC_048720.1	NC_048720							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048720.1_71	NC_048720.1	NC_048720							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048721.1_39	NC_048721.1	NC_048721							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048721.1_42	NC_048721.1	NC_048721							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048722.1_32	NC_048722.1	NC_048722							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048722.1_39	NC_048722.1	NC_048722							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048723.1_42	NC_048723.1	NC_048723							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048723.1_45	NC_048723.1	NC_048723							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048724.1_39	NC_048724.1	NC_048724							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048724.1_42	NC_048724.1	NC_048724							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048725.1_35	NC_048725.1	NC_048725	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048725.1_35	NC_048725.1	NC_048725	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048726.1_45	NC_048726.1	NC_048726							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048726.1_191	NC_048726.1	NC_048726	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048728.1_16	NC_048728.1	NC_048728							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048728.1_17	NC_048728.1	NC_048728							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048728.1_74	NC_048728.1	NC_048728							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048730.1_39	NC_048730.1	NC_048730							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048730.1_42	NC_048730.1	NC_048730							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048731.1_53	NC_048731.1	NC_048731							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048732.1_50	NC_048732.1	NC_048732	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048736.1_135	NC_048736.1	NC_048736							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048736.1_182	NC_048736.1	NC_048736							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048738.1_13	NC_048738.1	NC_048738	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048738.1_13	NC_048738.1	NC_048738	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048741.1_122	NC_048741.1	NC_048741							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048741.1_171	NC_048741.1	NC_048741							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048742.1_18	NC_048742.1	NC_048742							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048742.1_19	NC_048742.1	NC_048742							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048742.1_73	NC_048742.1	NC_048742							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048746.1_84	NC_048746.1	NC_048746							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048748.1_97	NC_048748.1	NC_048748							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048752.1_88	NC_048752.1	NC_048752	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	MT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048753.1_10	NC_048753.1	NC_048753	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	MTF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048753.1_72	NC_048753.1	NC_048753							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048753.1_74	NC_048753.1	NC_048753	GH113	GH113 beta-mannanase (EC 3.2.1.78)	carbon utilization	CAZY	"Beta-mannan Backbone Cleavage (Hemicellulose), Beta-mannan Oligo Cleavage (Hemicellulose)"	Glycoside Hydrolases	1	MT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048754.1_78	NC_048754.1	NC_048754	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048754.1_167	NC_048754.1	NC_048754	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048755.1_39	NC_048755.1	NC_048755	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048755.1_45	NC_048755.1	NC_048755							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048755.1_49	NC_048755.1	NC_048755							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048755.1_59	NC_048755.1	NC_048755							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048755.1_83	NC_048755.1	NC_048755							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048755.1_84	NC_048755.1	NC_048755							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048755.1_164	NC_048755.1	NC_048755							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048755.1_207	NC_048755.1	NC_048755							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048756.1_128	NC_048756.1	NC_048756	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	MT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048756.1_132	NC_048756.1	NC_048756	K00943	dTMP kinase [EC:2.7.4.9] [RN:R02094]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	MT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048756.1_138	NC_048756.1	NC_048756							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048757.1_39	NC_048757.1	NC_048757							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048757.1_138	NC_048757.1	NC_048757	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	MT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048757.1_143	NC_048757.1	NC_048757	K00943	dTMP kinase [EC:2.7.4.9] [RN:R02094]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	MT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048757.1_150	NC_048757.1	NC_048757							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048758.1_65	NC_048758.1	NC_048758	GH5	"GH5 endo-beta-1,4-glucanase / cellulase (EC 3.2.1.4); endo-beta-1,4-xylanase (EC 3.2.1.8); beta-glucosidase (EC 3.2.1.21); beta-mannosidase (EC 3.2.1.25); beta-glucosylceramidase (EC 3.2.1.45); glucan beta-1,3-glucosidase (EC 3.2.1.58); licheninase (EC 3.2.1.73); exo-beta-1,4-glucanase / cellodextrinase (EC 3.2.1.74); glucan endo-1,6-beta-glucosidase (EC 3.2.1.75); mannan endo-beta-1,4-mannosidase (EC 3.2.1.78); cellulose beta-1,4-cellobiosidase (EC 3.2.1.91); steryl beta-glucosidase (EC 3.2.1.104); endoglycoceramidase (EC 3.2.1.123); chitosanase (EC 3.2.1.132); beta-primeverosidase (EC 3.2.1.149); xyloglucan-specific endo-beta-1,4-glucanase (EC 3.2.1.151); endo-beta-1,6-galactanase (EC 3.2.1.164); hesperidin 6-O-alpha-L-rhamnosyl-beta-glucosidase (EC 3.2.1.168); beta-1,3-mannanase (EC 3.2.1.-); arabinoxylan-specific endo-beta-1,4-xylanase (EC 3.2.1.-); mannan transglycosylase (EC 2.4.1.-); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-glucanase / laminarinase (EC 3.2.1.39); beta-N-acetylhexosaminidase (EC 3.2.1.52); chitosanase (EC 3.2.1.132); beta-D-galactofuranosidase (EC 3.2.1.146);"	carbon utilization	CAZY	"Amorphous Cellulose Backbone Cleavage, Amorphous Cellulose Oligo Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose), Xylan Backbone Cleavage (Hemicellulose), Beta-mannan Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Chitin Oligo Cleavage"	Glycoside Hydrolases	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048759.1_71	NC_048759.1	NC_048759							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048760.1_102	NC_048760.1	NC_048760							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048762.1_44	NC_048762.1	NC_048762	K06284	abrB;transition state regulatory protein AbrB	MISC	Transition state regulators		Regulation of gene expression	1	TM
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048763.1_35	NC_048763.1	NC_048763	U69	Self-processing occurs at the Ser846|+|Ala bond.	Organic Nitrogen	Peptidase		Self-processing peptidases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048764.1_47	NC_048764.1	NC_048764	U69	Self-processing occurs at the Ser846|+|Ala bond.	Organic Nitrogen	Peptidase		Self-processing peptidases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048764.1_48	NC_048764.1	NC_048764	U69	Self-processing occurs at the Ser846|+|Ala bond.	Organic Nitrogen	Peptidase		Self-processing peptidases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048765.1_137	NC_048765.1	NC_048765	K03086	sigA;RNA polymerase sigma factor RpoD	MISC	Transcription	Sigma factors	RNA synthesis and degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048768.1_85	NC_048768.1	NC_048768							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048769.1_193	NC_048769.1	NC_048769	K21636	ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048769.1_199	NC_048769.1	NC_048769							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048770.1_194	NC_048770.1	NC_048770	K21636	ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048770.1_200	NC_048770.1	NC_048770							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048771.1_217	NC_048771.1	NC_048771	K21636	ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048771.1_223	NC_048771.1	NC_048771							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048772.1_184	NC_048772.1	NC_048772							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048772.1_190	NC_048772.1	NC_048772							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048773.1_7	NC_048773.1	NC_048773	K21636	ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	MKEF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048773.1_8	NC_048773.1	NC_048773							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048773.1_14	NC_048773.1	NC_048773							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048773.1_141	NC_048773.1	NC_048773							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048774.1_66	NC_048774.1	NC_048774							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048774.1_72	NC_048774.1	NC_048774							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048774.1_73	NC_048774.1	NC_048774	K21636	ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048774.1_86	NC_048774.1	NC_048774							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048775.1_122	NC_048775.1	NC_048775							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048775.1_128	NC_048775.1	NC_048775							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048775.1_129	NC_048775.1	NC_048775	K21636	ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048776.1_69	NC_048776.1	NC_048776							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048776.1_81	NC_048776.1	NC_048776	K21636	ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048776.1_82	NC_048776.1	NC_048776							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048776.1_88	NC_048776.1	NC_048776							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048781.1_56	NC_048781.1	NC_048781							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048781.1_80	NC_048781.1	NC_048781							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048782.1_34	NC_048782.1	NC_048782	K00249	acyl-CoA dehydrogenase [EC:1.3.8.7] [RN:R04432]	Energy	Electron transport Chain		"Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA"	1	MT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048782.1_34	NC_048782.1	NC_048782	K00249	acyl-CoA dehydrogenase [EC:1.3.8.7] [RN:R04095]	Organic Nitrogen	Amino Acid		"Leucine degradation, leucine => acetoacetate + acetyl-CoA"	1	MT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048782.1_46	NC_048782.1	NC_048782	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	MT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048783.1_86	NC_048783.1	NC_048783							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048785.1_109	NC_048785.1	NC_048785							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048786.1_22	NC_048786.1	NC_048786							1	MK
