Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Interacts with	DOI ID	Virus hosts	Annotation	Keywords	Keyword ID	Pfam	CDD	InterPro	NCBIfam	Protein families	PANTHER
Q18C29	reviewed	COTB_CLOD6	Spore coat protein CotB	cotB CD630_15110 CD1511	Clostridioides difficile (strain 630) (Peptoclostridium difficile)	304		10.1038/ng1830; 10.1128/jb.05182-11; 10.1128/jb.02104-12; 10.1016/j.jprot.2015.03.035; 10.3390/microorganisms10101918		2.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF11155;		IPR021328;			
Q1B9C8	reviewed	WHIA_MYCSS	Probable cell division protein WhiA	whiA Mmcs_2398	Mycobacterium sp. (strain MCS)	327				2.0	Cell cycle;Cell division;DNA-binding	KW-0131; KW-0132; KW-0238	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q1GB32	reviewed	WHIA_LACDA	Probable cell division protein WhiA	whiA Ldb0623	Lactobacillus delbrueckii subsp. bulgaricus (strain ATCC 11842 / DSM 20081 / BCRC 10696 / JCM 1002 / NBRC 13953 / NCIMB 11778 / NCTC 12712 / WDCM 00102 / Lb 14)	310		10.1073/pnas.0603024103		2.0	Cell cycle;Cell division;DNA-binding;Reference proteome	KW-0131; KW-0132; KW-0238; KW-1185	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q1J7K2	reviewed	WHIA_STRPF	Probable cell division protein WhiA	whiA MGAS10750_Spy0559	Streptococcus pyogenes serotype M4 (strain MGAS10750)	303		10.1073/pnas.0510279103		2.0	Cell cycle;Cell division;DNA-binding	KW-0131; KW-0132; KW-0238	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q1JCQ4	reviewed	WHIA_STRPB	Probable cell division protein WhiA	whiA MGAS2096_Spy0552	Streptococcus pyogenes serotype M12 (strain MGAS2096)	303		10.1073/pnas.0510279103		2.0	Cell cycle;Cell division;DNA-binding	KW-0131; KW-0132; KW-0238	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q1JHS3	reviewed	WHIA_STRPD	Probable cell division protein WhiA	whiA MGAS10270_Spy0535	Streptococcus pyogenes serotype M2 (strain MGAS10270)	303		10.1073/pnas.0510279103		2.0	Cell cycle;Cell division;DNA-binding	KW-0131; KW-0132; KW-0238	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q1JMN0	reviewed	WHIA_STRPC	Probable cell division protein WhiA	whiA MGAS9429_Spy0531	Streptococcus pyogenes serotype M12 (strain MGAS9429)	303		10.1073/pnas.0510279103		2.0	Cell cycle;Cell division;DNA-binding	KW-0131; KW-0132; KW-0238	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q1RGT4	reviewed	PARB_RICBR	Probable chromosome-partitioning protein ParB	parB RBE_1349	Rickettsia bellii (strain RML369-C)	287		10.1371/journal.pgen.0020076		2.0	Chromosome partition;DNA-binding	KW-0159; KW-0238	PF17762;PF02195;	cd16393;	IPR050336;IPR041468;IPR004437;IPR003115;IPR036086;	TIGR00180;	ParB family	PTHR33375;PTHR33375:SF1;
Q1WT80	reviewed	WHIA_LIGS1	Probable cell division protein WhiA	whiA LSL_1169	Ligilactobacillus salivarius (strain UCC118) (Lactobacillus salivarius)	315		10.1073/pnas.0511060103		2.0	Cell cycle;Cell division;DNA-binding;Reference proteome	KW-0131; KW-0132; KW-0238; KW-1185	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q24MW0	reviewed	WHIA_DESHY	Probable cell division protein WhiA	whiA DSY4843	Desulfitobacterium hafniense (strain Y51)	317		10.1128/jb.188.6.2262-2274.2006		2.0	Cell cycle;Cell division;DNA-binding;Reference proteome	KW-0131; KW-0132; KW-0238; KW-1185	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q2FIM6	reviewed	WHIA_STAA3	Probable cell division protein WhiA	whiA SAUSA300_0750	Staphylococcus aureus (strain USA300)	314		10.1016/s0140-6736(06)68231-7		2.0	Cell cycle;Cell division;DNA-binding	KW-0131; KW-0132; KW-0238	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q2FJS9	reviewed	MEPA_STAA3	Multidrug export protein MepA	mepA SAUSA300_0335	Staphylococcus aureus (strain USA300)	451		10.1016/s0140-6736(06)68231-7		2.0	Antibiotic resistance;Cell membrane;Membrane;Transmembrane;Transmembrane helix;Transport	KW-0046; KW-1003; KW-0472; KW-0812; KW-1133; KW-0813	PF01554;	cd13143;	IPR002528;IPR045070;IPR051327;IPR048279;	TIGR00797;	Multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family, MepA subfamily	PTHR43823:SF3;PTHR43823;
Q2FK09	reviewed	LYTR_STAA3	Transcriptional regulatory protein LytR (Sensory transduction protein LytR)	lytR SAUSA300_0255	Staphylococcus aureus (strain USA300)	246		10.1016/s0140-6736(06)68231-7		2.0	Cytoplasm;DNA-binding;Phosphoprotein;Transcription;Transcription regulation;Two-component regulatory system	KW-0963; KW-0238; KW-0597; KW-0804; KW-0805; KW-0902	PF04397;PF00072;	cd17532;	IPR011006;IPR046947;IPR007492;IPR001789;			PTHR37299:SF1;PTHR37299;
Q2G037	reviewed	WHIA_STAA8	Probable cell division protein WhiA	whiA SAOUHSC_00789	Staphylococcus aureus (strain NCTC 8325 / PS 47)	314				2.0	Cell cycle;Cell division;DNA-binding;Reference proteome	KW-0131; KW-0132; KW-0238; KW-1185	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q2G0S5	reviewed	SP5G_STAA8	Putative septation protein SpoVG	spoVG SAOUHSC_00469	Staphylococcus aureus (strain NCTC 8325 / PS 47)	100				2.0	Cell cycle;Cell division;Reference proteome;Septation	KW-0131; KW-0132; KW-1185; KW-0717	PF04026;		IPR007170;IPR036751;		SpoVG family	PTHR38429;PTHR38429:SF1;
Q2J7H0	reviewed	3418_FRACC	Sporulation-specific cell division protein Francci3_3418 (Sporulation of Streptomyces griseus-like protein Francci3_3418) (SsgA-like protein Francci3_3418) (SALP Francci3_3418)	Francci3_3418	Frankia casuarinae (strain DSM 45818 / CECT 9043 / HFP020203 / CcI3)	145		10.1074/jbc.m109.018564; 10.1101/gr.5798407		2.0	Cell cycle;Cell division;Reference proteome;Septation;Sporulation	KW-0131; KW-0132; KW-1185; KW-0717; KW-0749	PF04686;		IPR006776;IPR038658;		SsgA family	
Q2JCI0	reviewed	WHIA_FRACC	Probable cell division protein WhiA	whiA Francci3_1636	Frankia casuarinae (strain DSM 45818 / CECT 9043 / HFP020203 / CcI3)	325		10.1101/gr.5798407		2.0	Cell cycle;Cell division;DNA-binding;Reference proteome	KW-0131; KW-0132; KW-0238; KW-1185	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q2RLU4	reviewed	WHIA_MOOTA	Probable cell division protein WhiA	whiA Moth_0260	Moorella thermoacetica (strain ATCC 39073 / JCM 9320)	317		10.1111/j.1462-2920.2008.01679.x		2.0	Cell cycle;Cell division;DNA-binding	KW-0131; KW-0132; KW-0238	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q2YSG0	reviewed	WHIA_STAAB	Probable cell division protein WhiA	whiA SAB0721	Staphylococcus aureus (strain bovine RF122 / ET3-1)	314		10.1371/journal.pone.0001120		2.0	Cell cycle;Cell division;DNA-binding	KW-0131; KW-0132; KW-0238	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q2YV67	reviewed	LYTR_STAAB	Transcriptional regulatory protein LytR (Sensory transduction protein LytR)	lytR SAB0200	Staphylococcus aureus (strain bovine RF122 / ET3-1)	246		10.1371/journal.pone.0001120		2.0	Cytoplasm;DNA-binding;Phosphoprotein;Transcription;Transcription regulation;Two-component regulatory system	KW-0963; KW-0238; KW-0597; KW-0804; KW-0805; KW-0902	PF04397;PF00072;	cd17532;	IPR011006;IPR046947;IPR007492;IPR001789;			PTHR37299:SF1;PTHR37299;
Q2YVH4	reviewed	MEPA_STAAB	Multidrug export protein MepA	mepA SAB0284	Staphylococcus aureus (strain bovine RF122 / ET3-1)	451		10.1371/journal.pone.0001120		2.0	Antibiotic resistance;Cell membrane;Membrane;Transmembrane;Transmembrane helix;Transport	KW-0046; KW-1003; KW-0472; KW-0812; KW-1133; KW-0813	PF01554;	cd13143;	IPR002528;IPR045070;IPR051327;IPR048279;	TIGR00797;	Multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family, MepA subfamily	PTHR43823:SF3;PTHR43823;
Q38Y99	reviewed	WHIA_LATSS	Probable cell division protein WhiA	whiA LCA_0528	Latilactobacillus sakei subsp. sakei (strain 23K) (Lactobacillus sakei subsp. sakei)	314		10.1038/nbt1160		2.0	Cell cycle;Cell division;DNA-binding;Reference proteome	KW-0131; KW-0132; KW-0238; KW-1185	PF02650;PF14527;PF10298;		IPR027434;IPR004042;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q3AFD7	reviewed	WHIA_CARHZ	Probable cell division protein WhiA	whiA CHY_0275	Carboxydothermus hydrogenoformans (strain ATCC BAA-161 / DSM 6008 / Z-2901)	311		10.1371/journal.pgen.0010065		2.0	Cell cycle;Cell division;DNA-binding;Reference proteome	KW-0131; KW-0132; KW-0238; KW-1185	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q3K2D9	reviewed	WHIA_STRA1	Probable cell division protein WhiA	whiA SAK_0683	Streptococcus agalactiae serotype Ia (strain ATCC 27591 / A909 / CDC SS700)	303		10.1073/pnas.0506758102		2.0	Cell cycle;Cell division;DNA-binding	KW-0131; KW-0132; KW-0238	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q45060	reviewed	TLP_BACSU	Small, acid-soluble spore protein Tlp	tlp tlpA BSU18030	Bacillus subtilis (strain 168)	83		10.1099/13500872-142-11-3097; 10.1038/36786; 10.1128/jb.180.24.6704-6712.1998; 10.1016/s0378-1119(99)00124-9		2.0	Direct protein sequencing;Reference proteome;Sporulation	KW-0903; KW-1185; KW-0749	PF19824;		IPR017524;	TIGR03090;	Tlp family	
Q45500	reviewed	YKTD_BACSU	Putative S-adenosyl-L-methionine-dependent methyltransferase YktD (EC 2.1.1.-)	yktD BSU14690	Bacillus subtilis (strain 168)	304		10.1128/jb.172.9.5052-5063.1990; 10.1128/jb.179.2.389-398.1997; 10.1099/13500872-142-11-3033; 10.1038/36786; 10.1271/bbb.70223		2.0	Methyltransferase;Reference proteome;Transferase	KW-0489; KW-1185; KW-0808	PF04072;		IPR007213;IPR029063;IPR011610;	TIGR00027;	UPF0677 family	PTHR43619;PTHR43619:SF2;
Q45514	reviewed	SAPB_BACSU	Protein SapB	sapB BSU06650	Bacillus subtilis (strain 168)	232		10.1099/00221287-143-2-577; 10.1099/13500872-142-11-3027; 10.1038/36786; 10.1046/j.1365-2958.1997.4441809.x; 10.1046/j.1365-2958.1998.00927.x		2.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF02308;		IPR003416;IPR049177;		MgtC/SapB family	PTHR33778;PTHR33778:SF4;
Q45592	reviewed	YYDJ_BACSU	Probable peptide export permease protein YydJ	yydJ BSU40140	Bacillus subtilis (strain 168)	240		10.1093/dnares/4.2.155; 10.1038/36786; 10.1128/jb.187.6.2010-2019.2005; 10.1128/jb.01181-07		2.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133						
Q45710	reviewed	C14AA_BACTS	Pesticidal crystal protein Cry14Aa (132 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXIVA(a))	cry14Aa cryXIVA(a)	Bacillus thuringiensis subsp. sotto	1186				2.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843	PF17997;PF03944;PF00555;	cd04085;	IPR041587;IPR008979;IPR005638;IPR036716;IPR001178;		Delta endotoxin family	
Q45723	reviewed	CT2BA_BACTI	Type-2Ba cytolytic delta-endotoxin (29 kDa cytolytic toxin)	cyt2Ba1 cyt2Ba7 cytB	Bacillus thuringiensis subsp. israelensis	263		10.1128/aem.63.7.2716-2721.1997		2.0	3D-structure;Plasmid;Sporulation;Toxin;Virulence	KW-0002; KW-0614; KW-0749; KW-0800; KW-0843	PF01338;		IPR035918;IPR001615;		Cyt1/cyt2 endotoxin family	
Q45729	reviewed	C15AA_BACUT	Pesticidal crystal protein Cry15Aa (38 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXVA(a))	cry15Aa cryXVA(a)	Bacillus thuringiensis subsp. thompsoni	340		10.1128/jb.174.2.549-557.1992		2.0	Plasmid;Sporulation;Toxin;Virulence	KW-0614; KW-0749; KW-0800; KW-0843	PF03318;	cd20226;	IPR004991;IPR011218;			
Q45758	reviewed	CR6BA_BACTU	Pesticidal crystal protein Cry6Ba (Crystaline entomocidal protoxin) (Crystal protein) (Insecticidal delta-endotoxin CryVIB(a))	cry6Ba cryVIb cryVIB(a)	Bacillus thuringiensis	395				2.0	Direct protein sequencing;Sporulation;Toxin;Virulence	KW-0903; KW-0749; KW-0800; KW-0843		cd22656;		NF033928;	Cry6A endotoxin family	
Q45790	reviewed	CT1BA_BACTW	Type-1Ba cytolytic delta-endotoxin	cyt1Ba1	Bacillus thuringiensis subsp. neoleoensis	265				2.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843	PF01338;		IPR035918;IPR001615;		Cyt1/cyt2 endotoxin family	
Q45832	reviewed	SP2G_CLOAB	Probable sporulation sigma-E factor-processing peptidase (EC 3.4.23.-) (Membrane-associated aspartic protease) (Stage II sporulation protein GA)	spoIIGA CA_C1694	Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / IAM 19013 / LMG 5710 / NBRC 13948 / NRRL B-527 / VKM B-1787 / 2291 / W)	266		10.1128/jb.176.21.6572-6582.1994; 10.1016/0378-1119(94)00818-d; 10.1128/jb.183.16.4823-4838.2001		2.0	Aspartyl protease;Cell membrane;Hydrolase;Membrane;Protease;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-0064; KW-1003; KW-0378; KW-0472; KW-0645; KW-1185; KW-0749; KW-0812; KW-1133	PF03419;		IPR005081;	TIGR02854;	Peptidase U4 family	
Q47NB8	reviewed	WHIA_THEFY	Probable cell division protein WhiA	whiA Tfu_2018	Thermobifida fusca (strain YX)	326		10.1128/jb.01899-06		2.0	Cell cycle;Cell division;DNA-binding	KW-0131; KW-0132; KW-0238	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q48UH3	reviewed	WHIA_STRPM	Probable cell division protein WhiA	whiA M28_Spy0519	Streptococcus pyogenes serotype M28 (strain MGAS6180)	303		10.1086/430618		2.0	Cell cycle;Cell division;DNA-binding	KW-0131; KW-0132; KW-0238	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q49VC5	reviewed	MEPA_STAS1	Multidrug export protein MepA	mepA SSP2140	Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41)	451		10.1073/pnas.0502950102		2.0	Antibiotic resistance;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-0046; KW-1003; KW-0472; KW-1185; KW-0812; KW-1133; KW-0813	PF01554;	cd13143;	IPR002528;IPR045070;IPR051327;IPR048279;	TIGR00797;	Multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family, MepA subfamily	PTHR43823:SF3;PTHR43823;
Q49VW5	reviewed	WHIA_STAS1	Probable cell division protein WhiA	whiA SSP1950	Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41)	314		10.1073/pnas.0502950102		2.0	Cell cycle;Cell division;DNA-binding;Reference proteome	KW-0131; KW-0132; KW-0238; KW-1185	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q4A010	reviewed	LYTR_STAS1	Sensory transduction protein LytR	lytR SSP0463	Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41)	254		10.1073/pnas.0502950102		2.0	Cytoplasm;DNA-binding;Phosphoprotein;Reference proteome;Transcription;Transcription regulation;Two-component regulatory system	KW-0963; KW-0238; KW-0597; KW-1185; KW-0804; KW-0805; KW-0902	PF04397;PF00072;	cd17532;	IPR011006;IPR046947;IPR007492;IPR001789;			PTHR37299:SF1;PTHR37299;
Q4JVJ1	reviewed	WHIA_CORJK	Probable cell division protein WhiA	whiA jk1002	Corynebacterium jeikeium (strain K411)	328		10.1128/jb.187.13.4671-4682.2005		2.0	Cell cycle;Cell division;DNA-binding;Reference proteome	KW-0131; KW-0132; KW-0238; KW-1185	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q4L4J4	reviewed	WHIA_STAHJ	Probable cell division protein WhiA	whiA SH2122	Staphylococcus haemolyticus (strain JCSC1435)	314		10.1128/jb.187.21.7292-7308.2005		2.0	Cell cycle;Cell division;DNA-binding	KW-0131; KW-0132; KW-0238	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q4L8N9	reviewed	MEPA_STAHJ	Multidrug export protein MepA	mepA SH0676/SH0677	Staphylococcus haemolyticus (strain JCSC1435)	452		10.1128/jb.187.21.7292-7308.2005		2.0	Antibiotic resistance;Cell membrane;Membrane;Transmembrane;Transmembrane helix;Transport	KW-0046; KW-1003; KW-0472; KW-0812; KW-1133; KW-0813	PF01554;	cd13143;	IPR002528;IPR045070;IPR051327;IPR048279;	TIGR00797;	Multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family, MepA subfamily	PTHR43823:SF3;PTHR43823;
Q4L8V4	reviewed	LYTR_STAHJ	Sensory transduction protein LytR	lytR SH0612	Staphylococcus haemolyticus (strain JCSC1435)	256		10.1128/jb.187.21.7292-7308.2005		2.0	Cytoplasm;DNA-binding;Phosphoprotein;Transcription;Transcription regulation;Two-component regulatory system	KW-0963; KW-0238; KW-0597; KW-0804; KW-0805; KW-0902	PF04397;PF00072;	cd17532;	IPR011006;IPR046947;IPR007492;IPR001789;			PTHR37299:SF1;PTHR37299;
Q4UN91	reviewed	PARB_RICFE	Probable chromosome-partitioning protein ParB	parB RF_0116	Rickettsia felis (strain ATCC VR-1525 / URRWXCal2) (Rickettsia azadi)	286		10.1371/journal.pbio.0030248		2.0	Chromosome partition;DNA-binding	KW-0159; KW-0238	PF17762;PF02195;	cd16393;	IPR050336;IPR041468;IPR004437;IPR003115;IPR036086;	TIGR00180;	ParB family	PTHR33375;PTHR33375:SF1;
Q50201	reviewed	PARB_MYCLE	Probable chromosome-partitioning protein ParB	parB ML2706	Mycobacterium leprae (strain TN)	333		10.1099/13500872-142-11-3147; 10.1038/35059006		2.0	Chromosome partition;DNA-binding;Reference proteome	KW-0159; KW-0238; KW-1185	PF17762;PF02195;	cd16393;	IPR050336;IPR041468;IPR004437;IPR003115;IPR036086;	TIGR00180;	ParB family	PTHR33375;PTHR33375:SF1;
Q53308	reviewed	SPI_STRAJ	Sporulation regulatory protein	spi	Streptomyces azureus	303		10.1271/bbb.57.438		2.0	ATP-binding;Nucleotide-binding;Plasmid	KW-0067; KW-0547; KW-0614	PF01580;		IPR050206;IPR002543;IPR027417;			PTHR22683:SF41;PTHR22683;
Q57092	reviewed	RLPA_HAEIN	Endolytic peptidoglycan transglycosylase RlpA (EC 4.2.2.-)	rlpA HI_0030	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	287		10.1126/science.7542800; 10.1002/(sici)1522-2683(20000101)21:2<411::aid-elps411>3.0.co;2-4		2.0	Cell wall biogenesis/degradation;Lyase;Reference proteome;Signal	KW-0961; KW-0456; KW-1185; KW-0732	PF03330;PF05036;	cd22268;	IPR034718;IPR009009;IPR036908;IPR012997;IPR007730;IPR036680;	TIGR00413;	RlpA family	PTHR34183;PTHR34183:SF8;
Q5FL56	reviewed	WHIA_LACAC	Probable cell division protein WhiA	whiA LBA0693	Lactobacillus acidophilus (strain ATCC 700396 / NCK56 / N2 / NCFM)	311		10.1073/pnas.0409188102		2.0	Cell cycle;Cell division;DNA-binding;Reference proteome	KW-0131; KW-0132; KW-0238; KW-1185	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q5HEG2	reviewed	AGRA_STAAC	Accessory gene regulator A	agrA SACOL2026	Staphylococcus aureus (strain COL)	238		10.1128/jb.187.7.2426-2438.2005		2.0	3D-structure;Activator;Cytoplasm;DNA-binding;Phosphoprotein;Transcription;Transcription regulation;Two-component regulatory system	KW-0002; KW-0010; KW-0963; KW-0238; KW-0597; KW-0804; KW-0805; KW-0902	PF04397;PF00072;	cd17533;	IPR011006;IPR046947;IPR007492;IPR001789;			PTHR37299:SF3;PTHR37299;
Q5HHQ1	reviewed	WHIA_STAAC	Probable cell division protein WhiA	whiA SACOL0832	Staphylococcus aureus (strain COL)	314		10.1089/mdr.1999.5.163; 10.1128/jb.187.7.2426-2438.2005		2.0	Cell cycle;Cell division;DNA-binding	KW-0131; KW-0132; KW-0238	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q5HIW0	reviewed	MEPA_STAAC	Multidrug export protein MepA	mepA SACOL0405	Staphylococcus aureus (strain COL)	451		10.1128/jb.187.7.2426-2438.2005		2.0	Antibiotic resistance;Cell membrane;Membrane;Transmembrane;Transmembrane helix;Transport	KW-0046; KW-1003; KW-0472; KW-0812; KW-1133; KW-0813	PF01554;	cd13143;	IPR002528;IPR045070;IPR051327;IPR048279;	TIGR00797;	Multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family, MepA subfamily	PTHR43823:SF3;PTHR43823;
Q5HJ86	reviewed	ESSC_STAAC	Type VII secretion system protein EssC	essC SACOL0276	Staphylococcus aureus (strain COL)	1479		10.1128/jb.187.7.2426-2438.2005		2.0	ATP-binding;Cell membrane;Membrane;Nucleotide-binding;Repeat;Transmembrane;Transmembrane helix;Virulence	KW-0067; KW-1003; KW-0472; KW-0547; KW-0677; KW-0812; KW-1133; KW-0843	PF01580;PF12538;	cd01127;	IPR023839;IPR022206;IPR050206;IPR002543;IPR027417;IPR008984;	TIGR03928;	EssC family	PTHR22683:SF41;PTHR22683;
Q5HJB5	reviewed	LYTR_STAAC	Transcriptional regulatory protein LytR (Sensory transduction protein LytR)	lytR SACOL0246	Staphylococcus aureus (strain COL)	246		10.1128/jb.187.7.2426-2438.2005		2.0	Cytoplasm;DNA-binding;Phosphoprotein;Transcription;Transcription regulation;Two-component regulatory system	KW-0963; KW-0238; KW-0597; KW-0804; KW-0805; KW-0902	PF04397;PF00072;	cd17532;	IPR011006;IPR046947;IPR007492;IPR001789;			PTHR37299:SF1;PTHR37299;
Q5HLG2	reviewed	LYTR_STAEQ	Sensory transduction protein LytR	lytR SERP2025	Staphylococcus epidermidis (strain ATCC 35984 / DSM 28319 / BCRC 17069 / CCUG 31568 / BM 3577 / RP62A)	252		10.1128/jb.187.7.2426-2438.2005		2.0	Cytoplasm;DNA-binding;Phosphoprotein;Reference proteome;Transcription;Transcription regulation;Two-component regulatory system	KW-0963; KW-0238; KW-0597; KW-1185; KW-0804; KW-0805; KW-0902	PF04397;PF00072;		IPR011006;IPR046947;IPR007492;IPR001789;			PTHR37299:SF1;PTHR37299;
Q5HMY2	reviewed	AGRA_STAEQ	Accessory gene regulator protein A	agrA SERP1493	Staphylococcus epidermidis (strain ATCC 35984 / DSM 28319 / BCRC 17069 / CCUG 31568 / BM 3577 / RP62A)	238		10.1128/jb.187.7.2426-2438.2005		2.0	Activator;Cytoplasm;DNA-binding;Phosphoprotein;Reference proteome;Transcription;Transcription regulation;Two-component regulatory system	KW-0010; KW-0963; KW-0238; KW-0597; KW-1185; KW-0804; KW-0805; KW-0902	PF04397;PF00072;	cd17533;	IPR011006;IPR046947;IPR007492;IPR001789;			PTHR37299:SF3;PTHR37299;
Q5HQW1	reviewed	WHIA_STAEQ	Probable cell division protein WhiA	whiA SERP0435	Staphylococcus epidermidis (strain ATCC 35984 / DSM 28319 / BCRC 17069 / CCUG 31568 / BM 3577 / RP62A)	314		10.1128/jb.187.7.2426-2438.2005		2.0	Cell cycle;Cell division;DNA-binding;Reference proteome	KW-0131; KW-0132; KW-0238; KW-1185	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q5HRQ7	reviewed	SP5G_STAEQ	Putative septation protein SpoVG	spoVG SERP0136	Staphylococcus epidermidis (strain ATCC 35984 / DSM 28319 / BCRC 17069 / CCUG 31568 / BM 3577 / RP62A)	102		10.1128/jb.187.7.2426-2438.2005		2.0	Cell cycle;Cell division;Reference proteome;Septation	KW-0131; KW-0132; KW-1185; KW-0717	PF04026;		IPR007170;IPR036751;		SpoVG family	PTHR38429;PTHR38429:SF1;
Q5KU60	reviewed	NOC_GEOKA	Nucleoid occlusion protein (Noc)	noc GK3491	Geobacillus kaustophilus (strain HTA426)	281		10.1093/nar/gkh970		2.0	Cell cycle;Cell division;Cytoplasm;DNA-binding;Reference proteome;Septation	KW-0131; KW-0132; KW-0963; KW-0238; KW-1185; KW-0717	PF17762;PF02195;	cd16393;	IPR050336;IPR041468;IPR023705;IPR004437;IPR003115;IPR036086;	TIGR04285;TIGR00180;	ParB family	PTHR33375;PTHR33375:SF8;
